arquivo_fonte,tipo_resposta,question_id,question,expected_question,context,llm_answer
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1320,Qual é a área da Bacia do Espírito Santo?,41.500 km2,,A área explorável da Bacia do Espírito Santo é de aproximadamente 41.500 km².
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1320,Qual é a área da Bacia do Espírito Santo?,41.500 km2,,A área da Bacia do Espírito Santo é de aproximadamente 41.500 km².
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1325,Qual é o limite leste da Bacia do Espírito Santo?,crosta continental/oceânica,,O limite leste da Bacia do Espírito Santo é coincidente com o limite crosta continental/oceânica.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1325,Qual é o limite leste da Bacia do Espírito Santo?,crosta continental/oceânica,,O limite leste da Bacia do Espírito Santo é a crosta continental/oceânica.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1327,Qual é a largura da plataforma continental?,240 km na porção centro-norte,,A largura da plataforma continental varia de uma média de 40 km ao sul até cerca de 240 km na porção centro-norte.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1327,Qual é a largura da plataforma continental?,240 km na porção centro-norte,,A largura da plataforma continental varia de uma média de 40 km ao sul até cerca de 240 km na porção centro-norte.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1333,A que se refere a fronteira leste da Bacia do Espírito Santo?,crosta continental/oceânica,,A fronteira leste da Bacia do Espírito Santo refere-se ao limite entre a crosta continental e a crosta oceânica.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1333,A que se refere a fronteira leste da Bacia do Espírito Santo?,crosta continental/oceânica,,A fronteira leste da Bacia do Espírito Santo refere-se ao limite crosta continental/oceânica.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1338,Quantos quilômetros de área a Bacia do Espírito Santo tem a ver com a bacia terrestre?,3.000,,"A Bacia do Espírito Santo possui uma área total de aproximadamente 41.500 km², dos quais 3.000 km² correspondem à bacia terrestre."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1338,Quantos quilômetros de área a Bacia do Espírito Santo tem a ver com a bacia terrestre?,3.000,,"A Bacia do Espírito Santo tem uma área total de aproximadamente 41.500 km², dos quais 3.000 km² correspondem à bacia terrestre."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1339,O que evidencia a fisiografia do Banco de Abrolhos?,alargamento da plataforma continental,,"A fisiografia do Banco de Abrolhos evidencia-se pelo alargamento da plataforma continental, que passa de uma média de 40 km de largura ao sul para cerca de 240 km na porção centro-norte da Bacia do Espírito Santo."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1339,O que evidencia a fisiografia do Banco de Abrolhos?,alargamento da plataforma continental,,"A fisiografia do Banco de Abrolhos é evidenciada pelo alargamento da plataforma continental na Bacia do Espírito Santo, que passa de uma largura média de 40 km ao sul para cerca de 240 km na porção centro-norte."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1346,O que atribui à bacia uma fisiografia particular?,"A existência do Banco de Abrolhos,",,"A existência do Banco de Abrolhos, a leste, atribui à bacia uma fisiografia particular, marcada pelo alargamento da plataforma continental."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1346,O que atribui à bacia uma fisiografia particular?,"A existência do Banco de Abrolhos,",,"A existência do Banco de Abrolhos a leste atribui à bacia uma fisiografia particular, evidenciada pelo alargamento da plataforma continental."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1349,O que este trabalho enfatiza em relação à Bacia do Espírito Santo?,a cronoestratigrafia,,"Este trabalho enfatiza a cronoestratigrafia da Bacia do Espírito Santo, resumindo o conhecimento adquirido desde a última publicação e mantendo os princípios litoestratigráficos estabelecidos anteriormente."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1349,O que este trabalho enfatiza em relação à Bacia do Espírito Santo?,a cronoestratigrafia,,"Este trabalho enfatiza a cronoestratigrafia da Bacia do Espírito Santo, resumindo o conhecimento adquirido desde a última publicação e destacando a integração de novos dados para atualizar a Carta Estratigráfica da Bacia."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1352,Onde a Bacia do Espírito Santo está situada?,no Estado do Espírito Santo,,"A Bacia do Espírito Santo está situada no Estado do Espírito Santo, entre a Bacia de Campos ao sul e a Bacia de Mucuri ao norte."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1352,Onde a Bacia do Espírito Santo está situada?,no Estado do Espírito Santo,,"A Bacia do Espírito Santo está situada no estado do Espírito Santo, Brasil, entre as bacias de Campos (ao sul) e de Mucuri (ao norte)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1353,Quais são os limites da Bacia do Espírito Santo?,"a sul com a Bacia de Campos, através do Alto de Vitória, e a norte com a Bacia de Mucuri",,"A Bacia do Espírito Santo está situada no Estado do Espírito Santo, sendo limitada ao sul pela Bacia de Campos (através do Alto de Vitória) e ao norte pela Bacia de Mucuri. Sua fronteira leste coincide com o limite entre a crosta continental e oceânica."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1353,Quais são os limites da Bacia do Espírito Santo?,"a sul com a Bacia de Campos, através do Alto de Vitória, e a norte com a Bacia de Mucuri",,"Os limites da Bacia do Espírito Santo são: ao sul, a Bacia de Campos, delimitada pelo Alto de Vitória; ao norte, a Bacia de Mucuri; ao leste, o limite crosta continental/oceânica, com destaque para a presença do Banco de Abrolhos e o alargamento da plataforma continental."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1390,O que poderia ser considerado compatível com a cinemática definida pelos outros elementos estruturais?,a condição de obliqüidade constante,,"O que poderia ser considerado compatível com a cinemática definida pelos outros elementos estruturais é a **hipótese c**, que considera uma condição de obliquidade constante em toda a área."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1390,O que poderia ser considerado compatível com a cinemática definida pelos outros elementos estruturais?,a condição de obliqüidade constante,,"Considerando o contexto, seria compatível com a cinemática definida pelos outros elementos estruturais a hipótese c, que assume uma condição de obliquidade constante em toda a área. Essa hipótese explica a distribuição dos elementos estruturais observados, como dobras, falhas reversas, falhas transcorrentes conjugadas e o achatamento do par conjugado, em coerência com um regime de compressão predominante SE-NW."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1391,O que sugere que a evolução direcional posterior à nucleação frontal da zona de falha desenvolva uma evolução direcional posterior à nucleação frontal?,secciona-mento da zona de falha de Perimbó,,"O seccionamento da zona de falha de Perimbó por falhas transcorrentes, principalmente dextrais, sugere que houve uma evolução direcional posterior à nucleação frontal da zona de falha, pois indica que, após a formação inicial (nucleação frontal), o regime tectônico evoluiu, concentrando o movimento ao longo das falhas transcorrentes dextrais, em vez de manter um regime puramente transpressivo."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1391,O que sugere que a evolução direcional posterior à nucleação frontal da zona de falha desenvolva uma evolução direcional posterior à nucleação frontal?,secciona-mento da zona de falha de Perimbó,,"O que sugere que a evolução direcional posterior à nucleação frontal da zona de falha se desenvolveu é o seccionamento da zona de falha de Perimbó por falhas transcorrentes, principalmente as dextrais. Isso indica que, após a nucleação frontal, houve uma mudança no regime tectônico, com predomínio do movimento ao longo dessas falhas transcorrentes, caracterizando uma evolução direcional posterior e contrariando um regime puramente transpressivo."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1398,Quais regimes produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,,Os regimes que produziriam uma rotação progressiva dos indicadores cinemáticos são os regimes oblíquo ou transpressivo.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1398,Quais regimes produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,,Os regimes oblíquo ou transpressivo produziriam uma rotação progressiva dos indicadores cinemáticos.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1401,Qual é a base para quantificar o encurtamento?,"um marcador linear, paralelo à direção de compressão máxima",,"A base para quantificar o encurtamento é um marcador linear, paralelo à direção de compressão máxima."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1401,Qual é a base para quantificar o encurtamento?,"um marcador linear, paralelo à direção de compressão máxima",,"A base para quantificar o encurtamento é um marcador linear, paralelo à direção de compressão máxima."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1402,Quais são os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,,Os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos são o **regime oblíquo** e o **regime transpressivo**.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1402,Quais são os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,,Os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos são: o regime oblíquo e o regime transpressivo.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1406,Qual é a direção do vetor tectônico na primeira fase de deformação?,de SE para NW,,A direção do vetor tectônico na primeira fase de deformação é de SE para NW.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1406,Qual é a direção do vetor tectônico na primeira fase de deformação?,de SE para NW,,A direção do vetor tectônico na primeira fase de deformação é de sudeste para noroeste (SE para NW).
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1407,O que sugere o seccionamento da zona de falha de Perimbó pelas falhas transcorrentes?,uma evolução direcional posterior à nucleação frontal da referida zona de falha,,"O seccionamento da zona de falha de Perimbó pelas falhas transcorrentes, principalmente dextrais, sugere uma evolução direcional posterior à nucleação frontal da zona de falha, indicando que houve uma mudança no regime tectônico após a formação inicial, diferente do que ocorreria em um regime transpressivo."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1407,O que sugere o seccionamento da zona de falha de Perimbó pelas falhas transcorrentes?,uma evolução direcional posterior à nucleação frontal da referida zona de falha,,"O seccionamento da zona de falha de Perimbó pelas falhas transcorrentes, especialmente pelas falhas transcorrentes dextrais, sugere uma evolução direcional posterior à nucleação frontal da zona de falha. Isso indica que, após uma fase inicial de deformação predominantemente frontal (compressão de SE para NW), houve concentração do movimento ao longo das falhas transcorrentes, caracterizando uma mudança no regime tectônico e não um regime transpressivo contínuo."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1412,O que a hipótese b sugere que deveria ocorrer também?,uma dispersão dos valores de acamamento,,A hipótese b sugere que deveria ocorrer também uma dispersão dos valores de acamamento que amostrassem uma suposta deformação tardia.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1412,O que a hipótese b sugere que deveria ocorrer também?,uma dispersão dos valores de acamamento,,"A hipótese b sugere que deveria ocorrer também uma dispersão dos valores de acamamento, indicando uma suposta deformação tardia."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1413,Qual é a condição que a hipótese c considera constante em toda a área?,a condição de obliqüidade,,A condição que a hipótese c considera constante em toda a área é a obliquidade.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1413,Qual é a condição que a hipótese c considera constante em toda a área?,a condição de obliqüidade,,A hipótese c considera a condição de obliquidade constante em toda a área.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1414,Qual é o nome da descontinuidade crustal?,"Arco de São Mateus,",,O nome da descontinuidade crustal é Arco de São Mateus.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1414,Qual é o nome da descontinuidade crustal?,"Arco de São Mateus,",,"O nome da descontinuidade crustal é ""Arco de São Mateus""."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1415,Qual é a idade do fragmento máfico?,"69,4 ± 1,3 Ma, geocro-nologicamente compatível",,"A idade do fragmento máfico é 69,4 ± 1,3 Ma."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1415,Qual é a idade do fragmento máfico?,"69,4 ± 1,3 Ma, geocro-nologicamente compatível",,"A idade do fragmento máfico é 69,4 ± 1,3 milhões de anos (Ma), determinada por datação Ar-Ar."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1416,Qual é a sequência vulcanoclástica da Fm. Rio Doce?,Abrolhos,,"A sequência vulcanoclástica da Fm. Rio Doce, segundo o contexto, está relacionada a sedimentos terciários (arenitos médios a muito grossos, quartzozos e feldspáticos) que, próximos ao contato com as rochas vulcânicas, encontram-se totalmente silicificados (""cozidos""), mostrando inter-relação com a sequência vulcanoclástica da Fm. Abrolhos."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1416,Qual é a sequência vulcanoclástica da Fm. Rio Doce?,Abrolhos,,"A sequência vulcanoclástica da Formação Rio Doce refere-se à ocorrência de rochas piroclásticas ácidas inter-relacionadas com sedimentos terciários (arenitos silicificados, mal selecionados e extremamente litificados), próximas ao contato com as rochas vulcânicas da Formação Abrolhos, onde os sedimentos se apresentam totalmente silicificados (""cozidos"")."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1426,Qual foi a data de um fragmento mafico de uma rocha?,"69,4 ± 1,3 Ma",,"A data de um fragmento máfico de uma rocha, segundo a datação Ar-Ar, indicou uma idade de 69,4 ± 1,3 milhões de anos (Ma)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1426,Qual foi a data de um fragmento mafico de uma rocha?,"69,4 ± 1,3 Ma",,"A data de um fragmento máfico de uma rocha, determinada por datação Ar-Ar, foi de 69,4 ± 1,3 milhões de anos (Ma)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1429,Como é chamada a descontinuidade crustal?,Arco de São Mateus,,A descontinuidade crustal é chamada de Arco de São Mateus.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1429,Como é chamada a descontinuidade crustal?,Arco de São Mateus,,"A descontinuidade crustal é chamada de ""Arco de São Mateus""."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1430,Qual é a área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais?,75km de comprimento por 25km de largura,,A área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais é de aproximadamente 75 km de comprimento por 25 km de largura.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1430,Qual é a área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais?,75km de comprimento por 25km de largura,,A área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais é de aproximadamente 75 km de comprimento por 25 km de largura.
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1436,Qual a idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico?,"69,4 ± 1,3 Ma",,"A idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico é 69,4 ± 1,3 milhões de anos (Ma)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1436,Qual a idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico?,"69,4 ± 1,3 Ma",,"A idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico é 69,4 ± 1,3 Ma."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1439,"O que controlaria os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos na região?","a uma descontinuidade crustal denominada Arco de São Mateus,",,"Os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos na região seriam controlados pela descontinuidade crustal denominada Arco de São Mateus, cuja reativação gerou zonas de profundas fissuras na crosta."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1439,"O que controlaria os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos na região?","a uma descontinuidade crustal denominada Arco de São Mateus,",,"O controle dos fenômenos neotectônicos, do padrão de drenagem e da circulação de fluidos na região é exercido pela descontinuidade crustal conhecida como Arco de São Mateus, que constitui uma zona de profundas fissuras na crosta. As reativações dessa estrutura controlam esses processos."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1440,Qual é a idade do fragmento máfico mencionado no texto?,"69,4 ± 1,3 Ma",,"A idade do fragmento máfico mencionada no texto é 69,4 ± 1,3 milhões de anos (Ma)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1440,Qual é a idade do fragmento máfico mencionado no texto?,"69,4 ± 1,3 Ma",,"A idade do fragmento máfico mencionado no texto é 69,4 ± 1,3 milhões de anos (Ma)."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1441,O que é a Fm. Rio Doce?,"arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas",,"A Fm. Rio Doce é uma formação geológica composta por arenitos médios a muito grossos, quartzozos, feldspáticos, geralmente cinza-esverdeados, maciços ou com estratificações cruzadas, mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1441,O que é a Fm. Rio Doce?,"arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas",,"A Fm. (Formação) Rio Doce é uma unidade de sedimentos terciários composta por arenitos médios a muito grossos, quartzozos e feldspáticos, de cor cinza-esverdeada, geralmente maciços ou com estratificações cruzadas. Próxima ao contato com rochas vulcânicas, encontra-se totalmente silicificada (""cozida""). Esses sedimentos são mal selecionados, pouco lamosos e fortemente litificados, com os grãos cimentados por sílica criptocristalina."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1442,Como são os sedimentos da Fm. Rio Doce?,"mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina",,"Os sedimentos da Fm. Rio Doce são arenitos médios a muito grossos, quartzosos, feldspáticos, de cor cinza-esverdeada, maciços ou com estratificação cruzada, mal selecionados, pouco lamosos e extremamente litificados, com grãos cimentados por sílica criptocristalina."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1442,Como são os sedimentos da Fm. Rio Doce?,"mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina",,"Os sedimentos da Fm. Rio Doce são arenitos médios a muito grossos, quartzosos e feldspáticos, de cor cinza-esverdeada, mal selecionados, pouco lamosos e extremamente litificados, com grãos cimentados por sílica criptocristalina. Próximo ao contato com rochas vulcânicas, encontram-se totalmente silicificados."
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1443,Qual é a direção das rochas piroclásticas ácidas mencionadas por Raposo et al.?,NE-SW,,A direção das rochas piroclásticas ácidas mencionadas por Raposo et al. é NE-SW (nordeste-sudoeste).
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,graphrag,1443,Qual é a direção das rochas piroclásticas ácidas mencionadas por Raposo et al.?,NE-SW,,A direção das rochas piroclásticas ácidas mencionadas por Raposo et al. é NE-SW (nordeste-sudoeste).
resultados/petrobras-4-1-com-ontologia-embeddingfirst/batch_0af85b3b-8717-41bf-bb6e-81ad74294f65-completo.csv,rag,1445,Qual é a coluna de hidrocarbonetos constatada?,"255 m,",,A coluna de hidrocarbonetos constatada foi de 255 m.
