question_id,question,expected_answer,answer,source_file,error
1338,Quantos quilômetros de área a Bacia do Espírito Santo tem a ver com a bacia terrestre?,3.000,Você quer a área total da Bacia do Espírito Santo (marinha + terrestre) ou apenas a extensão da parte terrestre (onshore)? Informe qual das duas para eu responder em km².,input\georegis\dataset.json,
1339,O que evidencia a fisiografia do Banco de Abrolhos?,alargamento da plataforma continental,"Evidencia uma plataforma submarina recifal: extensos depósitos carbonáticos e estruturas de arrecife (os famosos “chapeirões”), ou seja, predomínio de processos marinhos e de construção biológica de corais sobre a plataforma continental.",input\georegis\dataset.json,
1346,O que atribui à bacia uma fisiografia particular?,"A existência do Banco de Abrolhos,","A fisiografia particular de uma bacia resulta da interação de vários fatores físicos e temporais. Principais determinantes: - Geologia e litologia: tipos de rocha e sua resistência controlam erodibilidade, formação de encostas e vales. - Estrutura tectônica: dobras, falhas e tectonismo modelam orientação dos drenajes e relevo (levantamentos e subsidência). - Relevo e declividade: altitude e inclinações influenciam velocidades de escoamento e padrões de erosão. - Clima: intensidade e distribuição das chuvas, temperatura e sazonalidade definem vazões, regimes fluviais e processos de intemperismo. - Forma e configuração da bacia: contorno, tamanho e relação entre curso principal e afluentes determinam resposta hidrológica e padrões de drenagem. - Processos erosivos e deposicionais: ação de água, gelo, vento e correntes que esculpem ou preenchem formas. - Cobertura vegetal e solos: regulam infiltração, coesão do solo e proteção contra erosão. - Tempo/geologia histórica: idade da bacia e eventos passados (glaciações, variações do nível do mar) condicionam a paisagem atual. - Atividades humanas: desmatamento, obras hidráulicas e urbanização alteram relevo, drenagem e processos naturais. A interação desses fatores ao longo do tempo produz a fisiografia única de cada bacia.",input\georegis\dataset.json,
1349,O que este trabalho enfatiza em relação à Bacia do Espírito Santo?,a cronoestratigrafia,"Não ficou claro a que ""trabalho"" você se refere. Pode informar o título, autor ou colar o trecho relevante? Enquanto isso, alguns enfoques comuns sobre a Bacia do Espírito Santo que o trabalho pode destacar: - evolução tectono‑sedimentar da margem continental e fill da bacia; - sistemas petrolíferos (rochas‑geradoras, reservatórios, selantes, timing de maturação e migração); - potencial e histórico de exploração de hidrocarbonetos (prospeção sísmica, poços); - estratigrafia e deposição (ambientes marinhos rasos a profundos, turbiditos); - impactos ambientais e socioeconômicos da atividade offshore. Diga qual trabalho para eu responder de forma específica.",input\georegis\dataset.json,
1352,Onde a Bacia do Espírito Santo está situada?,no Estado do Espírito Santo,"A Bacia do Espírito Santo está situada na costa sudeste do Brasil, na plataforma e margem continental ao largo do estado do Espírito Santo, no litoral do Atlântico Sul.",input\georegis\dataset.json,
1353,Quais são os limites da Bacia do Espírito Santo?,"a sul com a Bacia de Campos, através do Alto de Vitória, e a norte com a Bacia de Mucuri","A Bacia do Espírito Santo é uma bacia sedimentar situada na margem continental do sudeste do Brasil (principalmente frente ao estado do Espírito Santo). Seus limites gerais são: - Norte: Bacia de Campos / elemento de limite representado pelo Cabo Frio High e transição para a Bacia de Campos. - Sul: Bacias de Jequitinhonha/Mucuri (transição para as bacias ao sul da Bahia). - Leste: Oceano Atlântico (plataforma continental e talude da margem atlântica). - Oeste: Embasamento cristalino do continente (Planalto Atlântico/escudo brasileiro) — limite com o onshore do estado do Espírito Santo. Observação: em estudos geológicos e petrolíferos os limites podem ser definidos com mais detalhe (falhas, highs e feições sísmicas) e variam conforme a fonte. Se quiser, posso trazer um mapa ou referências técnicas mais precisas.",input\georegis\dataset.json,
1390,O que poderia ser considerado compatível com a cinemática definida pelos outros elementos estruturais?,a condição de obliqüidade constante,"Compatível, nesse contexto, significa que a cinemática (sentido e modo de movimento) inferida de um elemento estrutural é apoiada por outros elementos e indicadores observáveis. Podem ser considerados compatíveis os seguintes sinais e critérios: - Sentido de movimento coerente: indicadores de cisalhamento (slickensides, estriações) mostram o mesmo sentido (dextral/esquerdo, normal/reversa) que outros elementos. - Direção de rutura/razamento consistente: o rake das estriações numa falha coincide com a direção da lineação de alongamento em camadas ou veios. - Indicadores de sentido de cisalhamento concordantes: S‑C fabrics, porphyroclasts assimétricos, “mica fish”, sigma/delta clasts, que todos apontam para o mesmo sentido de shear. - Assimetria de dobras e boudinage: vergência das dobras e geometria de boudins que indicam igual polaridade de esforço/rotação. - Veios e bandas de extensão/σ: aberturas e preenchimentos que mostram a mesma componente de alongamento inferida por outras estruturas. - Conjuntos conjugados e orientação das direções principais de esforço: planos de falha conjugados e suas orientações são compatíveis com um mesmo campo de tensões principal (σ1, σ2, σ3). - Relações de corte/emprego temporal: estruturas que são sobrepostas ou reativadas de modo coerente com a sequência tectônica (não há contradição temporal evidente). - Coerência entre micro e macro: indicadores microscópicos de deformação (fabrics, clivagem, foliação) reforçam a interpretação macroscópica. Para avaliar compatibilidade: medir orientações e rake, comparar sentidos de cisalhamento, verificar overprinting e idades relativas. Se houver discordâncias (sentidos opostos, orientações incompatíveis sem reativação), então os elementos não são cinematicamente compatíveis sem invocar eventos tectônicos distintos ou reativação.",input\georegis\dataset.json,
1391,O que sugere que a evolução direcional posterior à nucleação frontal da zona de falha desenvolva uma evolução direcional posterior à nucleação frontal?,secciona-mento da zona de falha de Perimbó,"Se a pergunta é o que indica que, depois da nucleação frontal numa zona de falha, a evolução seguirá uma direcionalidade — isto é, que o rompimento/propagação e a organização de esforço e dano manterão ou definirão uma direção preferencial — os principais elementos/indícios e mecanismos são: - Campo de tensões pré-existente e reorientação do esforço: a orientação e o gradiente do esforço regional determinam a tendência de propagação; se o esforço favorece um rumo particular, a evolução tende a seguir esse rumo. - Geometria da falha e descontinuidades: ramificações, mudanças de passo, restrições ou segmentos saltantes controlam a direção preferencial de avanço (ruptura tende a seguir o segmento mais favorável mecanicamente). - Heterogeneidades mecânicas (fricção, resistência, pressão de poros): zonas com menor resistência ou pressão de poros elevada promovem avanço nessa direção; variações podem canalizar a evolução. - Direcionalidade da nucleação e da ruptura inicial: uma nucleação frontal assimétrica e um primeiro pulso de ruptura com directividade impõem inércia dinâmica que favorece continuação naquela direção (efeito de directividade de ruptura). - Propagação dinâmica e acoplamento massa-energia: radiação sísmica e ondas de choque podem reforçar a direção de propagação por acoplamento dinâmico, especialmente em rupturas rápidas. - Migração de micro-sismicidade e de danos: sequências de microtremores e aumento de fraturamento ao longo de um corredor indicam a direção de evolução do dano e da falha. - Dados geodésicos e de superfície (deformação co-seísmica e assísmica): deslocamentos observados por GPS/InSAR que mostram deslocamento preferencial apontam para direção evolutiva. - Evidência paleosismológica e morfológica: alinhamentos de escarpas, sagas de deslocamento repetido e paleofalhas mostram direção preferencial histórica de evolução. Para diagnosticar/confirmar isso na prática recomenda-se combinar: sismologia (ruptura e aftershocks), geodésia (InSAR, GPS), mapeamento estrutural e análises de campo, inversões de tensões e modelagem numérica/laboratorial que testem sensibilidade a heterogeneidades e condições de contorno.",input\georegis\dataset.json,
1398,Quais regimes produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,"Regimes não-coaxiais — ou seja, com componente de vorticidade/rotação do fluxo — produzem rotação progressiva dos indicadores cinemáticos. Em termos práticos: - Cisalhamento simples (simple shear) — rota continuamente marcadores e porfiróclastos; Wk≈1. - Cisalhamento geral/oblíquo (combinação de cisalhamento + achatamento) — produz rotação progressiva dependendo da fração não-coaxial (Wk>0). - Fluxos com componente rotacional (vorticity-dominated), por exemplo em zonas de cisalhamento dúctil, em torno de obstáculos ou em correntes com rotação local. - Superposição de rotação rígida a deformação coaxial também provoca rotação aparente dos indicadores (mas não é rotação interna por deformação incremental). Em contraste, regimes coaxiais (pure shear, Wk≈0) não geram rotação progressiva dos eixos principais de deformação — os indicadores não giram continuamente. O parâmetro útil para quantificar isso é o número de vorticidade cinemática Wk: Wk>0 → rotação progressiva possível; Wk=0 → sem rotação progressiva.",input\georegis\dataset.json,
1401,Qual é a base para quantificar o encurtamento?,"um marcador linear, paralelo à direção de compressão máxima","A base é sempre a comparação entre o comprimento inicial (L0) e o comprimento final (L). A partir daí costuma‑se usar: - Encurtamento absoluto: ΔL = L0 − L (unidade de comprimento). - Encurtamento relativo / percentagem: (ΔL / L0) × 100%. - Deformação (engineering strain): ε = (L − L0) / L0 = −ΔL / L0 (valor negativo para encurtamento). - Deformação verdadeira (logarítmica), para grandes deformações: ε_true = ln(L / L0). Escolha a métrica conforme o contexto: para pequenas variações use percentagem ou ε; para grandes deformações use ε_true; em fenómenos térmicos incorpore o coeficiente de dilatação (ΔL = α L0 ΔT); em tecidos ou músculos pode-se usar percentagem de encurtamento ou mudança no comprimento de sarcómero.",input\georegis\dataset.json,
1402,Quais são os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,Dois regimes principais: 1. Regime dominado pela vorticidade (rotação rígida): o campo de velocidades tem componente rotacional forte e age como uma rotação quase rígida dos elementos; os indicadores giram continuamente à taxa da vorticidade local. 2. Regime dominado pelo cisalhamento/deformação (strain‑dominated): a rotação é resultado da acumulação de deformação (tensor de taxa de deformação) e os indicadores sofrem uma rotação progressiva acoplada ao alongamento/encurtamento do material. Em suma: rotação por vorticidade (rotacional) ou rotação por efeito de cisalhamento (deformacional).,input\georegis\dataset.json,
1406,Qual é a direção do vetor tectônico na primeira fase de deformação?,de SE para NW,"Sem contexto específico, a direção do “vetor tectônico” na primeira fase de deformação corresponde à direção do encurtamento principal (σ1) — ou seja, o eixo de máxima compressão e o sentido de transporte/vergência dessa fase. Na prática determina‑se por indicadores de campo: vergência de falhas e empilhamentos, eixos de dobras, lineações de estiramento e orientação de clivagem.",input\georegis\dataset.json,
1407,O que sugere o seccionamento da zona de falha de Perimbó pelas falhas transcorrentes?,uma evolução direcional posterior à nucleação frontal da referida zona de falha,"O seccionamento da zona de falha de Perimbó por falhas transcorrentes sugere, de forma direta: - Acumulação e partição do esforço tectônico em vários segmentos, ou seja, a deformação não ocorre num único plano contínuo mas é distribuída entre falhas paralelas/enceradas. - Existência de stepovers e zonas de transferência que atuam como barreiras ou pontos de nucleação para rupturas sísmicas, influenciando o comprimento efetivo de ruptura e o magnitude máximo potencial. - Presença de estruturas restritivas e liberadoras (bends), com consequente controle local de levantamento ou subsidência (salto de blocos, bacias de pull‑apart). - Variações de cinemática ao longo da zona (componentes oblíquas de movimento, rotação de blocos) devido à interação entre segmentos. - Concentração de esforços nos extremos de segmento e em zonas de conexão, aumentando a sismicidade e o risco local nessas áreas. - Impacto na hidrologia e circulação de fluidos e na evolução geomorfológica (alinhamentos lineares, vales e escarpas associados). Em resumo: que a zona é segmentada e a atividade transcorrente controla como a deformação, a sismicidade e a evolução estrutural e superficial se distribuem ao longo da falha.",input\georegis\dataset.json,
1412,O que a hipótese b sugere que deveria ocorrer também?,uma dispersão dos valores de acamamento,"Não tenho acesso ao texto da “hipótese b”, então não posso dizer exatamente o que ela sugere. Por favor cole ou descreva a hipótese. Enquanto isso, para você mesmo verificar, veja se a hipótese B inclui: - um verbo preditivo (deve, irá, aumenta, reduz, causa) — isso indica o que deveria ocorrer; - menção a efeitos secundários ou resultados correlatos (o que “também” mudaria); - mediadores ou moderadores (o que explica ou altera o efeito); - condições ou contexto (quando/onde isso deveria ocorrer). Exemplo rápido: se a hipótese B é “Intervenção X reduz sintomas de Y”, então ela também sugere que mudanças em X provocarão mudanças em Y (isto é, uma redução em X implicaria menos Y) e possivelmente efeitos em medidas associadas, como qualidade de vida.",input\georegis\dataset.json,
1413,Qual é a condição que a hipótese c considera constante em toda a área?,a condição de obliqüidade,"Qual hipótese c você quer dizer? Dê o contexto (área/assunto: física, engenharia, estatística, etc.) para eu dizer qual variável ela assume constante em toda a área.",input\georegis\dataset.json,
1414,Qual é o nome da descontinuidade crustal?,"Arco de São Mateus,","É a descontinuidade de Mohorovičić, geralmente chamada de Moho — a fronteira entre crosta e manto, identificada por um salto nas velocidades das ondas sísmicas.",input\georegis\dataset.json,
1415,Qual é a idade do fragmento máfico?,"69,4 ± 1,3 Ma, geocro-nologicamente compatível","Não ficou claro a que fragmento máfico você se refere. De qual amostra/local/estudo estamos falando? Se precisar, a idade de fragmentos máficos só se obtém por datação radiométrica (ex.: Ar–Ar em hornblenda/biotita, Sm–Nd, Rb–Sr, Lu–Hf); sem esses dados e sem contexto não é possível informar uma idade precisa.",input\georegis\dataset.json,
1416,Qual é a sequência vulcanoclástica da Fm. Rio Doce?,Abrolhos,"Você se refere à Formação Rio Doce da região de MG/ES? Sem a localidade/autoridade estrita, a descrição pode variar entre afloramentos. Em termos gerais, a sequência vulcanoclástica atribuída à Fm. Rio Doce costuma ser descrita assim: - Intercalações de tufos maciços e tufitos finos (tufos vitricos e tufíceos alterados) — níveis de cinza e camadas massivas. - Tufitos/arenitos tufáceos e tufítos laminados (sedimentação re‑trabalhada por água/vento). - Arenitos tufáceos gradados e conglomerados vulcano‑clásticos (brechas tufácias e clastos angulosos) em níveis mais proximais. - Níveis de bentonita/argilitos alterados associadas à alteração hydrotermal. - Eventuais intercalações de lavas/fluxos vulcánicos de composição intermediária a félsica em alguns afloramentos. Interpretação deposicional: séries resultantes de combinações de queda vulcânica (fall), fluxos piroclásticos e re‑trabalhamento epiclástico em ambientes continental a litoral/submareal próximo à fonte vulcânica, com variação lateral e vertical conforme distância da fonte e regime tectono‑sedimentar. Se quiser, me diga a referência/afloramento (ou um autor/ano) que você está usando para que eu possa dar a sequência estratigráfica detalhada e a nomenclatura usada nesse trabalho.",input\georegis\dataset.json,
1426,Qual foi a data de um fragmento mafico de uma rocha?,"69,4 ± 1,3 Ma","Não é possível fornecer uma data sem mais informações sobre a amostra e o método de datação. Para eu responder preciso que você informe pelo menos uma destas coisas: - que amostra exatamente é (identificação/descrição, contexto geológico ou se é meteorito); - qual método de datação foi usado (ex.: 40Ar/39Ar, K–Ar, U–Pb em baddeleyite/zircon, Rb–Sr, Sm–Nd, data de exposição cosmogênica); - os resultados analíticos ou relatório do laboratório (idades, razões isotópicas, pontos de plateau, erros ±); Orientações rápidas: - Em máficos, 40Ar/39Ar (em plagioclase/anfibólio/whole‑rock) e K–Ar são comuns para idades de cristalização ou de reaqueamento; - U–Pb em baddeleyite (raramente em zircão nos máficos) dá idade de cristalização magmática; - Rb–Sr e Sm–Nd dão idades/modelos menos precisos e dependem de interpretações; - Idades devem ser citadas com incerteza (ex.: 150 ± 2 Ma, 2σ). Se você colar o resultado analítico ou disser qual método/amostra, eu interpreto a data para você.",input\georegis\dataset.json,
1429,Como é chamada a descontinuidade crustal?,Arco de São Mateus,"Chama-se descontinuidade de Mohorovičić, ou simplesmente Moho. É a superfície que separa a crosta do manto, identificada por um salto nas velocidades das ondas sísmicas; fica em média ~5–10 km sob os oceanos e ~30–50 km sob os continentes.",input\georegis\dataset.json,
1430,Qual é a área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais?,75km de comprimento por 25km de largura,"Não existe um valor único que eu possa fornecer sem acessar um mapa geológico ou base de dados; a área depende da definição exata da unidade (""piroclásticas ácidas"") e dos limites que você chama de “região nordeste de Minas Gerais”. Como obter o valor preciso (passos rápidos): 1. Baixe o mapa/shape geológico do Brasil ou de Minas Gerais (CPRM / Serviço Geológico do Brasil ou cartografia estadual) em formato vetorial (shapefile/GeoJSON). 2. Defina o polígono da área ""nordeste de Minas Gerais"" (por exemplo municípios ou coordenadas). 3. Filtre as feições cuja litologia seja piroclástica ácida (rótulos como: tufa/tufito riolítico, piroclástico riolítico/dacitico, etc.). 4. No QGIS/ArcGIS, reprojete para um CRS métrico (ex.: SIRGAS 2000 / UTM) e calcule a soma das áreas das feições filtradas (resultado em km²). Posso ajudar a fazer esse cálculo se você enviar o shapefile/mapa, a lista de municípios ou os limites que considera como “nordeste de Minas Gerais”, ou posso indicar links diretos para os dados do CPRM. Quer que eu faça isso?",input\georegis\dataset.json,
1436,Qual a idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico?,"69,4 ± 1,3 Ma","Não é possível informar um valor numérico sem os dados isotópicos. A datação Ar–Ar de um fragmento máfico geralmente é reportada como: - Idade de platô (plateau age) em Ma com erro (normalmente 2σ) — é o valor preferido quando várias etapas de aquecimento concordam e representam a mesma população de Ar*. - Ou, se não há platô confiável, a idade do isócronio inverso (intercepto) em Ma com erro. - Se só há uma etapa integradora, reporta‑se a idade integrada (menos desejável). O significado geocronológico: essa idade normalmente representa o momento de cristalização/cooldown do mineral fechado ao argônio ou o evento térmico que resetou o sistema isotópico (vulcanismo, metamorfismo, reheating). Incertezas típicas para bons conjuntos Ar–Ar ficam na faixa de ~0,1–1% (dependendo da qualidade dos dados e calibração). Se você fornecer a idade do platô (ou as razões/valores 40Ar*/39Ar por etapa), eu calculo/interpreto a idade geocronológica correspondente.",input\georegis\dataset.json,
1439,"O que controlaria os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos na região?","a uma descontinuidade crustal denominada Arco de São Mateus,","De forma direta: os principais controladores dos fenômenos neotectônicos, do padrão de drenagem e da circulação de fluidos numa região são, em ordem prática de importância e interação: - Campo de tensões tectônicas e atividade de falhas recentes (regime compressivo/extensivo/trascurrente) — determina onde ocorrem deformações ativas, subsidência/elevação e fraturamento que guiam processos neotectônicos. - Estrutura geológica (falhas, dobras, juntas, fraturas) — linhas estruturais orientadas condicionam o traçado dos rios (linhas de drenagem), zonas preferenciais de percolação e caminhos de fluxo de fluidos. - Litologia e estratigrafia (permeabilidade e porosidade das rochas, camadas impermeáveis) — controlam o armazenamento e a transmissividade; alternância de camadas permeáveis/impermeáveis cria condutos ou selos. - Taxa de levantamento/subsidência e variação do nível base — controla incisionamento ou alagamento de vales e reorienta padrões de drenagem (antecedência, captura fluvial). - Topografia e declives — influenciam direção e energia do escoamento superficial e o desenvolvimento de redes de drenagem. - Clima e regime de precipitação — determinam recarga, vazão dos rios e intensidade do fluxo de fluidos subterrâneos. - Conectividade de fraturas e zonas de esmagamento nas falhas — falhas podem atuar como condutos de alta permeabilidade ou como barreiras selantes, dependendo da composição do material de falha e da sua geometria. - Gradientes hidráulos e geotérmicos (pressão e temperatura) — impulsionam circulação de águas profundas, águas termais e migração de fluidos voláteis. - Tempo geológico/tempo neotectônico — a escala temporal define se efeitos são observáveis (eventos recentes vs. evolução longa). - Atividade humana (extracção de água, construção, alteração do escoamento) — pode modificar significativamente padrões naturais. Implicação prática: a interação entre campo de tensões + estrutura + litologia/topografia é a chave para prever onde haverá atividade neotectônica, como a drenagem será reorganizada e quais rotas e profundidades os fluidos irão seguir (por exemplo, zonas de falha permeáveis favorecem circulação de águas profundas e mineralização; falhas cimentadas inibem fluxo).",input\georegis\dataset.json,
1440,Qual é a idade do fragmento máfico mencionado no texto?,"69,4 ± 1,3 Ma","Não é possível saber sem ver o texto. Por favor cole o trecho onde o ""fragmento máfico"" é mencionado ou indique a fonte para eu identificar a idade.",input\georegis\dataset.json,
1441,O que é a Fm. Rio Doce?,"arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas","Não ficou claro. Você quer dizer: - a emissora de rádio chamada ""FM Rio Doce"" (uma estação de rádio local com esse nome), - a Companhia Vale do Rio Doce (antigo nome da mineradora hoje chamada Vale S.A.), - o rio Doce (o curso d’água do leste de Minas Gerais e Espírito Santo), ou outra coisa? Diga qual dos itens (ou dê a cidade/contexto) e eu explico com mais detalhes.",input\georegis\dataset.json,
1442,Como são os sedimentos da Fm. Rio Doce?,"mal selecionados, pouco lamosos e extremamente litificados, com os grãos cimentados por sílica criptocristalina","Você está se referindo à Formação Rio Doce da Bacia do Rio Doce (Minas Gerais/Espírito Santo) ou a outra unidade com nome parecido? Quer a descrição litológica (tipo de rocha/sedimento), a granulometria, ou o ambiente deposicional?",input\georegis\dataset.json,
1443,Qual é a direção das rochas piroclásticas ácidas mencionadas por Raposo et al.?,NE-SW,Não é possível identificar isso sem saber qual trabalho de Raposo et al. você está citando. Informe o ano/título ou cole o trecho onde as rochas piroclásticas ácidas são mencionadas que eu respondo qual é a direção indicada.,input\georegis\dataset.json,
1445,Qual é a coluna de hidrocarbonetos constatada?,"255 m,","Não é possível fornecer um valor numérico sem os dados do poço/levantamento. Em termos gerais: - A ""coluna de hidrocarbonetos constatada"" é a espessura do intervalo do reservatório realmente preenchido por hidrocarbonetos (grosso modo: topo até a base saturada por óleo/gás). - Calcula‑se como: coluna = profundidade da base do intervalo com HC − profundidade do topo do intervalo com HC (unidade: metros ou pés). - Na prática usa‑se logs, análise de nuclear, amostras/corpos, DST e critérios de saturação (cut‑offs) para definir topo/base; distingue‑se ainda coluna bruta (gross) e coluna líquida/útil (net pay, aplicando critérios de porosidade e saturação). Exemplo: topo a 2.500 m e base a 2.520 m → coluna constatada = 20 m.",input\georegis\dataset.json,
