question_id,question,expected_answer,answer,source_file,error
1313,Qual é a área da Bacia do Espírito Santo?,"41.500 km2,","Você quer a área de qual “Bacia do Espírito Santo”? 
- a bacia hidrográfica (rio/sistema fluvial) no estado do Espírito Santo, ou 
- a bacia sedimentar offshore chamada Bacia do Espírito Santo?

Diz qual delas que eu respondo com o valor.",input\georegis\dataset.json,
1316,Quem apresentou a primeira estratigrafia formal da Bacia do Espírito Santo?,"Asmus et al.,",Não tenho essa informação disponível no meu conhecimento atual. Deseja que eu pesquise e traga a referência?,input\georegis\dataset.json,
1317,Quantos km2 da Bacia do Espírito Santo são de exploração?,"41.500 km2,","Você quer a área total da Bacia do Espírito Santo ou especificamente a área que está atualmente sob exploração/licenciamento (blocos com atividades)? Esclareça o que entende por ""de exploração"" para eu responder com precisão.",input\georegis\dataset.json,
1320,Qual é a área da Bacia do Espírito Santo?,41.500 km2,"Você quer a área da bacia hidrográfica do estado do Espírito Santo (rios e drenagem) ou da bacia sedimentar/ petrolífera chamada ""Bacia do Espírito Santo"" (offshore)?",input\georegis\dataset.json,
1322,Quem apresentou a primeira estratigrafia formal da Bacia do Espírito Santo?,Asmus et al.,"Não tenho essa informação específica disponível. Recomendo consultar relatórios técnicos antigos da Petrobras e do CPRM (antigo DNPM), além de artigos e teses sobre a geologia da Bacia do Espírito Santo (por exemplo em bibliotecas da UFES ou no Google Scholar). Posso ajudar a montar termos de busca e fontes prováveis se quiser.",input\georegis\dataset.json,
1323,Quantos km2 da Bacia do Espírito Santo são de exploração?,41.500,Você quer a área total da Bacia do Espírito Santo ou a área que está atualmente em exploração (blocos licenciados/contratados)? Não tenho um número atualizado sem essa especificação — diga qual medida você quer que eu informe.,input\georegis\dataset.json,
1325,Qual é o limite leste da Bacia do Espírito Santo?,crosta continental/oceânica,"O limite leste da Bacia do Espírito Santo é o Oceano Atlântico, ou mais especificamente a margem continental atlântica.",input\georegis\dataset.json,
1326,Qual é a área aproximada da Bacia do Espírito Santo?,41.500 km2,"Aproximadamente 150.000 km² (da ordem de 100–200 mil km², considerando partes terrestre e marítima).",input\georegis\dataset.json,
1327,Qual é a largura da plataforma continental?,240 km na porção centro-norte,"A largura da plataforma continental varia muito conforme a região. Em média fica em torno de 50–100 km (comumente citam cerca de 80 km), mas pode ser de apenas alguns quilómetros em costas abruptas até mais de 1 000–1 500 km em bacias muito rasas (ex.: Plataforma Siberiana). O limite físico costuma corresponder ao talude continental, tipicamente a uma profundidade de ordem de 100–200 m.",input\georegis\dataset.json,
1328,Quem apresentou a carta de costa da Bacia do Espírito Santo?,Vieira et al.,"Você pode esclarecer a qual “carta de costa” da Bacia do Espírito Santo você se refere (por exemplo: publicação cartográfica da Marinha, relatório apresentado em audiência pública, estudo técnico da ANP/IBAMA/Petrobras)? Com esse contexto eu respondo exatamente quem a apresentou.",input\georegis\dataset.json,
1333,A que se refere a fronteira leste da Bacia do Espírito Santo?,crosta continental/oceânica,"Refere‑se ao limite oriental da bacia com a porção oceânica: ou seja, à transição entre a crosta continental (plataforma continental/ talude) e a crosta oceânica do Atlântico Sul — o chamado limite continente‑oceano formado durante o rifte que abriu o Atlântico Sul. Em termos práticos é a borda marítima da bacia, onde a sedimentação de plataforma dá lugar ao fundo oceânico.",input\georegis\dataset.json,
1335,Quem apresentou a carta da Bacia do Espírito Santo?,Vieira et al.,"Qual carta exatamente você quer saber? ""Carta da Bacia do Espírito Santo"" pode ser a carta geológica/publicada pela ANP, uma carta hidrográfica da Marinha, ou outro documento/apresentação. Dê o tipo, órgão ou ano para eu responder com precisão.",input\georegis\dataset.json,
1338,Quantos quilômetros de área a Bacia do Espírito Santo tem a ver com a bacia terrestre?,3.000,Você quer a área total da Bacia do Espírito Santo (marinha + terrestre) ou apenas a extensão da parte terrestre (onshore)? Informe qual das duas para eu responder em km².,input\georegis\dataset.json,
1339,O que evidencia a fisiografia do Banco de Abrolhos?,alargamento da plataforma continental,"Evidencia uma plataforma submarina recifal: extensos depósitos carbonáticos e estruturas de arrecife (os famosos “chapeirões”), ou seja, predomínio de processos marinhos e de construção biológica de corais sobre a plataforma continental.",input\georegis\dataset.json,
1340,O que o trabalho de Vieira et al. enfatiza?,a cronoestratigrafia,"Qual trabalho de Vieira et al. você quer saber? Diga o título, o ano ou a área (ex.: educação, saúde, estatística) — ou cole um trecho — que eu resumo o que o trabalho enfatiza.",input\georegis\dataset.json,
1341,O que é enfatizado neste trabalho?,cronoestratigrafia,"Não tenho o contexto do “trabalho” a que você se refere. Pode enviar o título, o resumo ou um trecho para eu identificar o que é enfatizado?

Enquanto isso, veja como você mesmo pode descobrir rapidamente o foco do trabalho:
- Leia o título e o resumo/introdução: normalmente contêm a tese ou objetivo principal.
- Veja a conclusão/resumo final: reforça as ideias enfatizadas.
- Procure repetições de palavras ou conceitos ao longo do texto.
- Observe headings/seções, figuras e tabelas: mostram o que o autor destaca.
- Note a metodologia e os resultados: se há destaque em métodos, dados ou implicações.
Se mandar o texto ou trecho, eu digo exatamente o que é enfatizado.",input\georegis\dataset.json,
1343,O que evidencia a fisiografia do Banco de Abrolhos?,um alargamento da plataforma continental,"A fisiografia do Banco de Abrolhos evidencia uma ampla plataforma continental rasa com bancos e planícies sedimentares carbonáticas, pontuada por formações recifais (os famosos “chapeirões” de corais) e leitos de rhodolitos. Em outras palavras, mostra um ambiente marinho tropical estável e de baixa energia hidrodinâmica que favoreceu o crescimento de recifes e alta diversidade biológica.",input\georegis\dataset.json,
1344,O que o trabalho de Vieira et al. enfatiza?,cronoestratigrafia,"Preciso que você especifique qual trabalho de Vieira et al. você quer dizer (título, ano ou área). Há muitos autores chamados Vieira — informe mais detalhes ou cole um trecho/resumo que eu possa analisar.",input\georegis\dataset.json,
1345,Qual é a área explorável da Bacia do Espírito Santo?,aproximadamente 41.500 km2,Você quer a área total da bacia (extensão geográfica) ou a área explorável/dispensável em termos de blocos ofertados em leilões? Precisa especificar qual definição para eu informar o valor em km².,input\georegis\dataset.json,
1346,O que atribui à bacia uma fisiografia particular?,"A existência do Banco de Abrolhos,","A fisiografia particular de uma bacia resulta da interação de vários fatores físicos e temporais. Principais determinantes:

- Geologia e litologia: tipos de rocha e sua resistência controlam erodibilidade, formação de encostas e vales.  
- Estrutura tectônica: dobras, falhas e tectonismo modelam orientação dos drenajes e relevo (levantamentos e subsidência).  
- Relevo e declividade: altitude e inclinações influenciam velocidades de escoamento e padrões de erosão.  
- Clima: intensidade e distribuição das chuvas, temperatura e sazonalidade definem vazões, regimes fluviais e processos de intemperismo.  
- Forma e configuração da bacia: contorno, tamanho e relação entre curso principal e afluentes determinam resposta hidrológica e padrões de drenagem.  
- Processos erosivos e deposicionais: ação de água, gelo, vento e correntes que esculpem ou preenchem formas.  
- Cobertura vegetal e solos: regulam infiltração, coesão do solo e proteção contra erosão.  
- Tempo/geologia histórica: idade da bacia e eventos passados (glaciações, variações do nível do mar) condicionam a paisagem atual.  
- Atividades humanas: desmatamento, obras hidráulicas e urbanização alteram relevo, drenagem e processos naturais.

A interação desses fatores ao longo do tempo produz a fisiografia única de cada bacia.",input\georegis\dataset.json,
1348,O que foi fundamental para a atualização da Carta Estratigráfica da Bacia do Espírito Santo?,"O conhecimento adquirido ao longo de 50 anos de exploração,","O fundamental foi a integração e reinterpretação de novos dados geocientíficos com aplicação de conceitos estratigráficos modernos. Em particular:

- dados de poços (biostratigrafia — foraminíferos, nannofósseis, palinologia — e datações geocronológicas) que refinaram as idades das unidades;
- sísmica de melhor resolução e sua reinterpretacão para identificar limites e geometria de seqüências;
- aplicação da estratigrafia sequencial e da correlação onshore–offshore para redefinir unidades deposicionais;
- análise de testemunhos e estudos sedimentológicos que ajustaram interpretações litológicas e ambientes de deposição;
- padronização da nomenclatura e correlação com a escala cronostratigráfica vigente.

A combinação desses pontos permitiu reatribuir idades, delimitar unidades com mais precisão e atualizar a carta estratigráfica da Bacia do Espírito Santo.",input\georegis\dataset.json,
1349,O que este trabalho enfatiza em relação à Bacia do Espírito Santo?,a cronoestratigrafia,"Não ficou claro a que ""trabalho"" você se refere. Pode informar o título, autor ou colar o trecho relevante?

Enquanto isso, alguns enfoques comuns sobre a Bacia do Espírito Santo que o trabalho pode destacar:
- evolução tectono‑sedimentar da margem continental e fill da bacia;
- sistemas petrolíferos (rochas‑geradoras, reservatórios, selantes, timing de maturação e migração);
- potencial e histórico de exploração de hidrocarbonetos (prospeção sísmica, poços);
- estratigrafia e deposição (ambientes marinhos rasos a profundos, turbiditos);
- impactos ambientais e socioeconômicos da atividade offshore.

Diga qual trabalho para eu responder de forma específica.",input\georegis\dataset.json,
1350,Qual é a área total da Bacia do Espírito Santo?,41.500 km2,"Você quer a área da Bacia Sedimentar do Espírito Santo (offshore, petrolífera) ou da bacia hidrográfica do estado do Espírito Santo? Qual delas você quer que eu informe?",input\georegis\dataset.json,
1351,Qual é a área da bacia terrestre da Bacia do Espírito Santo?,3.000 km2,"Não tenho disponível o valor exato da área da porção terrestre da Bacia do Espírito Santo neste momento. Os números variam conforme a fonte (ANP, CPRM, publicações técnicas). Deseja que eu pesquise e traga o valor preciso com a referência?",input\georegis\dataset.json,
1352,Onde a Bacia do Espírito Santo está situada?,no Estado do Espírito Santo,"A Bacia do Espírito Santo está situada na costa sudeste do Brasil, na plataforma e margem continental ao largo do estado do Espírito Santo, no litoral do Atlântico Sul.",input\georegis\dataset.json,
1353,Quais são os limites da Bacia do Espírito Santo?,"a sul com a Bacia de Campos, através do Alto de Vitória, e a norte com a Bacia de Mucuri","A Bacia do Espírito Santo é uma bacia sedimentar situada na margem continental do sudeste do Brasil (principalmente frente ao estado do Espírito Santo). Seus limites gerais são:

- Norte: Bacia de Campos / elemento de limite representado pelo Cabo Frio High e transição para a Bacia de Campos.  
- Sul: Bacias de Jequitinhonha/Mucuri (transição para as bacias ao sul da Bahia).  
- Leste: Oceano Atlântico (plataforma continental e talude da margem atlântica).  
- Oeste: Embasamento cristalino do continente (Planalto Atlântico/escudo brasileiro) — limite com o onshore do estado do Espírito Santo.

Observação: em estudos geológicos e petrolíferos os limites podem ser definidos com mais detalhe (falhas, highs e feições sísmicas) e variam conforme a fonte. Se quiser, posso trazer um mapa ou referências técnicas mais precisas.",input\georegis\dataset.json,
1354,Quem foi o primeiro engenheiro a perfurar o primeiro poço de petróleo da América do Sul?,"E. A. Prentice, empregado da fábrica de gás de Lima, perfura o que se considera ser o primeiro poço de petróleo da América do Sul.","Não existe um nome consensual: as primeiras explorações e perfurações de petróleo na América do Sul foram realizadas por diferentes pessoas e empresas em lugares distintos, muitas vezes de forma rudimentar, e não há um “primeiro engenheiro” universalmente identificado.  

Exemplos históricos:
- Registros apontam para atividades em Ancón (Peru) já na década de 1860 (Antonio Raimondi descreveu grandes afloramentos, mas não foi ele o perfurador).  
- No começo do século XX surgiram perfurações comerciais mais organizadas em lugares como Comodoro Rivadavia (Argentina, ~1907) e Barrancabermeja (Colômbia, desde 1917).

Se quiser, posso pesquisar e dar um nome e fonte para um poço específico (por exemplo Ancón, Comodoro Rivadavia ou Barrancabermeja). Qual local ou período você quer que eu priorize?",input\georegis\dataset.json,
1355,Quantos poços a Companhia Peruana de Refino de Petróleo perfurava em 55 anos de operação?,450,"Não disponho de informação sobre quantos poços a ""Companhia Peruana de Refino de Petróleo"" perfurou em 55 anos. Não tenho esse dado nos meus registros.

Para obter esse número, consulte:
- Relatórios anuais e arquivos históricos da própria companhia;
- Ministério de Energia e Minas do Perú (MINEM) ou agência reguladora peruana de hidrocarburos;
- Instituto Geológico do Perú e arquivos públicos (registros de licenças e perfurações);
- Arquivos de jornais e publicações técnicas da época.

Esses locais costumam reunir estatísticas históricas de poços perfurados.",input\georegis\dataset.json,
1356,Quantas empresas petrolíferas estavam operando em Talara em 1891?,14,"Não tenho informação confiável e verificável sobre o número exato de empresas petrolíferas que operavam em Talara em 1891. Se quiser, posso indicar fontes e caminhos de pesquisa (arquivos peruanos, livros sobre a história do petróleo no Peru, artigos acadêmicos) para encontrar esse dado. Qual prefere?",input\georegis\dataset.json,
1359,Quantas empresas petrolíferas operavam na região de Talara em 1891?,14,"Não disponho dessa informação precisa. Não sei quantas empresas petrolíferas operavam em Talara em 1891. 

Se quiser, posso indicar fontes e estratégias para pesquisa histórica (arquivos peruanos, jornais da época, bibliografia sobre a história do petróleo no Peru) ou tentar buscar a resposta por você.",input\georegis\dataset.json,
1362,Quem foi o primeiro engenheiro a perfurar o primeiro poço de petróleo da América do Sul?,E. A. Prentice,"Não há um consenso claro e eu não consigo afirmar com segurança sem consultar fontes. A resposta depende de critérios (primeiro poço perfurado, primeiro poço comercial, se conta triviais nascentes/seeps, e o país em questão) e diferentes países (Peru, Colômbia, Venezuela, Brasil) reivindicam marcos históricos distintos. Quer que eu pesquise agora e retorne uma resposta precisa com fontes? Ou prefere indicar o país de interesse?",input\georegis\dataset.json,
1363,Quando foi perfurado o primeiro poço totalmente na plataforma peruana?,1959,Você quer dizer o primeiro poço perfurado na plataforma continental (águas offshore) do Peru ou o primeiro poço perfurado em uma plataforma de petróleo (estrutura fixa) no litoral peruano?,input\georegis\dataset.json,
1365,Quando foi perfurado o primeiro poço de petróleo da América do Sul?,1863,"Geralmente considera-se que o primeiro poço moderno na América do Sul foi perfurado em 1907 em Comodoro Rivadavia, na Argentina. Há, porém, relatos de extracção e furos artesanais anteriores em regiões como Venezuela e Peru, pelo que a definição pode variar.",input\georegis\dataset.json,
1367,Quantas empresas petrolíferas estavam operando na área em 1891?,14,"Não é possível responder sem saber a que ""área"" você se refere. Em qual região, campo petrolífero ou país você quer saber quantas empresas petrolíferas operavam em 1891?",input\georegis\dataset.json,
1368,Quando foi perfurado o primeiro poço totalmente em plataforma peruana?,1959,"Posso esclarecer antes de responder: você se refere a uma ""plataforma"" como
- uma plataforma de petróleo/instalação marítima (plataforma offshore),
- a plataforma continental peruana (zona econômica marítima/continente submarino),
- ou a uma plataforma construída integralmente no Peru (por exemplo, por Petroperú)?

Qual destas opções você quer?",input\georegis\dataset.json,
1369,Quando foi fundada a primeira refinaria da América?,1916,"Se você se refere a refinaria de petróleo, a primeira nas Américas é geralmente atribuída a Samuel Kier, em Pittsburgh, por volta de 1853–1854.",input\georegis\dataset.json,
1370,Quantos poços a Companhia Peruana de Refino de Petróleo abriu durante seus 55 anos?,450,"Não tenho esse dado específico. Poderia confirmar o nome exato da empresa ou fornecer a fonte/trecho onde consta essa informação? Posso também orientar como buscar: relatórios anuais da companhia, site do Ministério de Energia e Minas do Peru, arquivos de jornais ou publicações técnicas sobre petróleo no Peru.",input\georegis\dataset.json,
1371,Quantos boeds a IPC aumentou a refinaria de Talara em 1924?,20.000,"Não tenho um dado confiável sobre quantos barris por dia (bbl/d) a IPC aumentou a refinaria de Talara em 1924. Para obter esse número recomendo consultar relatórios anuais da International Petroleum Company (ou da Standard Oil), arquivos históricos peruanos, jornais da época (1924) ou estudos históricos sobre a refinaria de Talara em bibliotecas/arquivos nacionais.",input\georegis\dataset.json,
1372,Em que ano foi perfurado o primeiro poço de petróleo da América do Sul?,1863,"Considera-se que o primeiro poço de petróleo da América do Sul foi perfurado em 1878, em Zorritos, no noroeste do Peru.",input\georegis\dataset.json,
1374,Quantas empresas petrolíferas estavam operando na região em 1891?,14,"De qual região você está falando — um país, um estado/província, uma cidade ou uma bacia petrolífera? Precisa do número exato de 1891 ou uma estimativa histórica e com qual fonte?",input\georegis\dataset.json,
1376,Quando foi inaugurada a primeira refinaria da América?,1916,"A primeira refinaria de petróleo nas Américas é geralmente atribuída a Samuel M. Kier, que iniciou operações em Pittsburgh por volta de 1853.",input\georegis\dataset.json,
1378,Quem perfurou o primeiro poço de petróleo da América do Sul em 1863?,o engenheiro E. A. Prentice,Não tenho uma fonte confiável nos meus dados que identifique com certeza quem perfurou esse poço em 1863. Posso pesquisar fontes históricas e voltar com a resposta confirmada — quer que eu faça isso?,input\georegis\dataset.json,
1379,"Em que ano entrou em operação a primeira refinaria da América, localizada em Talara?",1916,A primeira refinaria de Talara entrou em operação em 1917.,input\georegis\dataset.json,
1380,Qual empresa foi precursora da Exxon e atuou em Talara realizando atividades exploratórias e de refino?,"Internatio-nal Petroleum Company,","A Standard Oil of New Jersey (a Jersey Standard), por meio da sua subsidiária International Petroleum Company (IPC), que atuou em Talara com exploração e refino.",input\georegis\dataset.json,
1381,"Quando o governo peruano teve uma participação mais ativa na indústria petrolífera, criando a Empresa Petrolera Fiscal?",1939,"No final da década de 1960, sob o governo militar de Juan Velasco Alvarado — em 1969 foi criada a Empresa Petrolera Fiscal (EPF).",input\georegis\dataset.json,
1382,Quais companhias foram responsáveis pelo primeiro poço perfurado totalmente na plataforma peruana em 1959?,Belco Petroleum Company e Peruvian Pacific Petroleum Company,"Desculpe — não disponho de informação confiável sobre quais companhias perfuraram, em 1959, o primeiro poço totalmente na plataforma peruana. Você quer dizer a plataforma continental marítima do Perú ou outra ""plataforma""? Se confirmar, posso indicar fontes e caminhos para pesquisa (Perupetro, Ministério de Energía y Minas do Perú, relatórios históricos da indústria petrolífera) ou tentar responder com mais precisão se você fornecer mais contexto.",input\georegis\dataset.json,
1383,Quem é considerado o primeiro a perfurar um poço de petróleo na América do Sul?,o engenheiro E. A. Prentice,"Não existe um único nome consensual. Os primeiros poços na América do Sul foram perfurados por diferentes pioneiros em países distintos: por volta da década de 1860 em Zorritos (Peru), no final do século XIX no estado Zulia (Venezuela) e já no início do século XX em Comodoro Rivadavia (Argentina, 1907). Por isso não se costuma apontar uma só pessoa como “o primeiro”.",input\georegis\dataset.json,
1384,Em que ano foi fundada a Companhia Peruana de Refino de Petróleo?,1871,"Desculpe — não tenho nos meus dados o ano de fundação da ""Companhia Peruana de Refino de Petróleo"" e não posso confirmar essa informação. 

Posso ajudar a encontrá‑la se você:
- confirmar o nome exato da empresa (em espanhol/inglês pode variar), ou
- permitir que eu oriente onde pesquisar (site oficial da empresa, Wikipedia em espanhol, registros públicos peruanos como SUNARP/SUNAT, arquivos históricos do Ministério de Energía y Minas).

Quer que eu indique links e fontes para pesquisar?",input\georegis\dataset.json,
1385,Quantos poços a Companhia Peruana de Refino de Petróleo chegou a perfurar em 55 anos de operação?,450 poços,"Não tenho essa informação específica nos meus dados. 

Sugestões para encontrá-la: consulte relatórios anuais da própria companhia, publicações do Ministério de Energia e Minas do Peru (MINEM) ou da autoridade reguladora OSINERGMIN, notícias históricas e arquivos setoriais. Posso ajudar a formular consultas ou um e‑mail para solicitar esses dados, se quiser.",input\georegis\dataset.json,
1386,Em que ano entrou em operação a primeira refinaria da América?,1916,"Se você se refere à primeira refinaria de petróleo nas Américas, ela entrou em operação em 1861 (Estados Unidos).",input\georegis\dataset.json,
