id,question,context,answer_text
question_13,Qual entidade conecta a formação de grandes depressões lacustres à geração de óleo e gás?,"Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos. Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. O ambiente de deposição consiste principalmente de lagos, deltas e bacias oceânicas. O tipo de petróleo gerado depende do tipo de matéria orgânica: vegetais terrestres carreados tendem a gerar gás, enquanto que os plânctons tendem a gerar óleo.","A matéria orgânica acumulada em regiões profundas dos lagos, misturada a sedimentos, conecta a história lacustre à geração de óleo e gás."
question_14,Por que os evaporitos são compatíveis com a interpretação de uma cobertura salina no pré-sal?,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Evaporitos são considerados rochas sedimentares químicas. Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.",Porque evaporitos são rochas sedimentares químicas geradas por evaporação de sais e podem formar camadas salinas que atuam como cobertura.
question_15,Qual papel dos altos herdados do embasamento na distribuição dos carbonatos do Aptiano?,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas. Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","Os altos herdados do embasamento funcionaram como áreas favoráveis à deposição de carbonatos bioquímicos aptianos, como laminitos e estromatólitos."
question_16,Qual feição deposicional associa coquinas do Jiquiá à tectônica rifte?,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra. Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga. Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas.","As coquinas do Jiquiá ocorrem sobre blocos altos falhados formados durante a tectônica rifte, relacionando sua distribuição a altos estruturais herdados."
question_17,Como a matéria orgânica nas regiões profundas dos lagos se diferencia das conchas calcárias das partes rasas?,"Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","A primeira está ligada à geração dos hidrocarbonetos, enquanto as conchas calcárias das partes rasas estão ligadas à formação dos reservatórios."
question_18,Que entidade deve receber a função de reservatório nos carbonatos lacustres do pré-sal?,"Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","As rochas carbonáticas lacustres, incluindo conchas calcárias, estromatólitos e formações como Itapema e Barra Velha, devem ser modeladas como reservatórios."
question_19,Qual conclusão pode ser obtida ao combinar a presença de evaporitos com fácies carbonáticas lacustres na seção pré-sal?,"Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos. Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","A seção pré-sal reúne reservatórios carbonáticos lacustres e cobertura evaporítica, formando uma arquitetura favorável à acumulação e retenção de hidrocarbonetos."
question_20,Que componente explica por que o óleo do pré-sal não migrou livremente para unidades superiores?,"Com isso, o petróleo migra para cima através dos poros existentes nas rochas, até encontrar algo que o impeça de continuar se deslocando. Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse. Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.","A espessa camada de sal/evaporitos agiu como barreira sobre as rochas inferiores, interrompendo a migração ascendente do petróleo."
question_21,Qual interpretação liga fácies ricas em matéria orgânica nos baixos adjacentes às coquinas sobre blocos altos?,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",Ela indica compartimentação deposicional: matéria orgânica em baixos adjacentes associada à geração e coquinas em altos falhados associadas ao armazenamento carbonático.
question_22,Que tipo de unidade litológica é indicado pelas conchas calcárias do pré-sal?,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.","Elas indicam reservatórios carbonáticos, pois conchas calcárias e rochas calcárias compõem os principais reservatórios do pré-sal."
question_23,Por que a Bacia de Santos pode ser relacionada a reservatórios carbonáticos em águas ultraprofundas?,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado. Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",Porque a bacia contém reservatórios carbonáticos desenvolvidos abaixo de espessa camada de sal em uma região de águas ultraprofundas.
question_24,Como os evaporitos ajudam a preservar óleo de boa qualidade no pré-sal da Bacia de Santos?,"Tal conjunto de rochas, com potencial para a formação de petróleo, está localizado sob uma extensa camada de sal que atinge espessuras de até 2 mil metros, formando uma espécie de selo e garantindo, assim, a geração de óleo de ótima qualidade. O selo, ou rocha selante, é uma unidade com baixa permeabilidade que impede o escape de hidrocarbonetos da rocha reservatório. A 'trapa é a característica estratigráfica ou estrutural, que garante a justaposição do reservatório e selo de tal forma que os hidrocarbonetos permanecem presos no subsolo, em vez de fugir (devido à sua natural flutuabilidade) e se perderem.","Os evaporitos/sal atuam como selo, preservando acumulações abaixo da cobertura e favorecendo a retenção do óleo gerado no sistema."
question_25,Que processo explica a origem da camada salina que recobre os reservatórios do pré-sal?,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície. Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.",A evaporação intensa da água marinha em clima árido gerou sais que se acumularam e formaram a camada salina.
question_26,Qual papel das fácies carbonáticas lacustres em campos gigantes da Bacia de Santos?,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,Elas constituem predominantemente os reservatórios de alta produtividade da seção pré-sal da Bacia de Santos.
question_27,Que entidade conecta os depósitos de estromatólitos à Formação Barra Velha em Búzios?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.","A Formação Barra Velha é associada a estromatólitos e outros componentes carbonáticos, integrando os reservatórios lacustres aptianos do campo de Búzios."
question_28,Qual conclusão sobre o pré-sal resulta da combinação entre rochas geradoras profundas e reservatórios rasos lacustres?,"Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga.","O sistema organiza geração e armazenamento em posições deposicionais distintas: matéria orgânica em regiões profundas gera hidrocarbonetos, enquanto carbonatos rasos formam reservatórios."
question_29,Que papel desempenha a halita na arquitetura do pré-sal descrita pelo SGB?,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse. Seu precipitado gera depósitos de cloretos, sulfatos, boratos e carbonatos.","A halita compõe a espessa camada de sal que funciona como barreira, impedindo a migração do petróleo."
question_30,"Qual entidade deve ser associada ao fechamento de acumulações quando se combinam sal, baixa permeabilidade e reservatório?","As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório. Geralmente estas rochas situam-se acima do reservatório. Folhelhos e camadas de sal são rochas capeadoras comuns.","A rocha selante, no caso representada pela camada de sal/evaporitos, deve ser associada ao fechamento das acumulações."
question_31,Como os carbonatos lacustres do Aptiano se relacionam aos altos do embasamento?,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas. Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","Eles se depositaram sobre altos herdados do embasamento, indicando controle da paleotopografia na distribuição dos reservatórios carbonáticos."
question_32,Por que o pré-sal deve ser interpretado como unidade mais profunda e mais antiga que o pós-sal?,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão. O prefixo pré-, portanto, refere-se ao tempo, não ao espaço. Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.","Porque está abaixo da camada de sal e corresponde a rochas formadas antes das unidades superiores; nesse caso, pré- indica tempo geológico."
question_33,Que elemento do sistema petrolífero está implícito na expressão 'proteção que impedia que o petróleo escapasse'?,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície. As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório.","Está implícito o elemento selo ou rocha selante, representado pela camada salina que impede o escape do petróleo."
question_34,Qual associação geológica torna a Bacia de Santos uma província petrolífera expressiva?,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado. O pré-sal da Bacia de Santos, que se estende por uma área de 149 mil quilômetros quadrados, possui algumas das maiores reservas de petróleo do país.","A associação entre reservatórios carbonáticos, cobertura salina espessa e acumulações de óleo e gás torna a Bacia de Santos uma província petrolífera expressiva."
question_35,Que processo liga a separação continental à formação de rochas geradoras no pré-sal?,"O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano. Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos. Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. A Geodinâmica é a ciência que investiga a dinâmica da Terra buscando entender todos os processos geológicos envolvidos na sua transformação ao longo do tempo geológico e na geração de recursos naturais como minério, óleo e gás.","A separação continental gerou depressões lacustres; nelas, matéria orgânica acumulada em regiões profundas foi incorporada aos sedimentos e formou rochas geradoras."
question_36,Que formações concentram os reservatórios carbonáticos identificados no Campo de Mero?,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",As Formações Barra Velha e Itapema concentram os reservatórios carbonáticos identificados no Campo de Mero.
question_37,Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",A diferença de fluido e regime de pressão indica compartimentação do reservatório na área de Mero.
question_38,Que evidência sugere continuidade de reservatórios na porção noroeste da estrutura de Libra?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",A confirmação pelo poço W731 dos reservatórios já identificados no 2-ANP-2A-RJS sugere continuidade na porção noroeste da estrutura de Libra.
question_39,Que característica torna o Campo de Mero diferente de outras acumulações do pré-sal?,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",A presença de rochas ígneas intercaladas aos reservatórios carbonáticos e hidrocarboneto com alto teor de CO2 torna Mero particular.
question_40,Que propriedade justifica classificar os carbonatos de Mero como reservatórios?,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).","As excelentes qualidades permoporosas indicam capacidade de armazenar e transmitir fluidos, compatível com a função de reservatório."
question_41,Qual unidade de Búzios é associada a rudstones e grainstones de bivalves nos altos estruturais?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",A Formação Itapema é associada a rudstones e grainstones de bivalves nos altos estruturais de Búzios.
question_42,"Qual unidade de Búzios é associada a estromatólitos, grainstones intraclásticos e esferulititos?","Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.","A Formação Barra Velha é associada a estromatólitos, grainstones intraclásticos e esferulititos."
question_43,Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",Eles representam depósitos faciológicos e petrofísicos e são usados para simular fluxo de fluidos e avaliar volumes no campo.
