question_id,question,expected_answer,answer,source_file,error
1313,Qual é a área da Bacia do Espírito Santo?,"41.500 km2,",A Bacia do Espírito Santo tem área aproximada de 214 000 km² (considerando o conjunto onshore e offshore).,input\georegis\dataset.json,
1316,Quem apresentou a primeira estratigrafia formal da Bacia do Espírito Santo?,"Asmus et al.,","A primeira estratigrafia formal da Bacia do Espírito Santo foi apresentada por Asmus & Kinoshita, em 1973.",input\georegis\dataset.json,
1317,Quantos km2 da Bacia do Espírito Santo são de exploração?,"41.500 km2,",Aproximadamente 22 000 km² da Bacia do Espírito Santo encontram-se sob contratos de exploração de petróleo e gás.,input\georegis\dataset.json,
1320,Qual é a área da Bacia do Espírito Santo?,41.500 km2,A Bacia do Espírito Santo tem área aproximada de 220 mil km² (somando as partes onshore e offshore).,input\georegis\dataset.json,
1322,Quem apresentou a primeira estratigrafia formal da Bacia do Espírito Santo?,Asmus et al.,"A primeira estratigrafia formal da Bacia do Espírito Santo foi apresentada pelo geólogo Zwinglio M. S. Winter, da Petrobras, em 1966.",input\georegis\dataset.json,
1323,Quantos km2 da Bacia do Espírito Santo são de exploração?,41.500,Aproximadamente 14 mil quilômetros quadrados da Bacia do Espírito Santo encontram-se atualmente contratados para atividades de exploração.,input\georegis\dataset.json,
1325,Qual é o limite leste da Bacia do Espírito Santo?,crosta continental/oceânica,O limite leste da Bacia do Espírito Santo é o oceano Atlântico.,input\georegis\dataset.json,
1326,Qual é a área aproximada da Bacia do Espírito Santo?,41.500 km2,A Bacia do Espírito Santo tem área total de cerca de 46 000 km² (aproximadamente 12 000 km² em terra e 34 000 km² em águas rasas e profundas).,input\georegis\dataset.json,
1327,Qual é a largura da plataforma continental?,240 km na porção centro-norte,"Em termos físicos, a plataforma continental costuma ter cerca de 70–80 km de largura em média, embora possa variar de poucos quilômetros até mais de 1 500 km, dependendo da região costeira.",input\georegis\dataset.json,
1328,Quem apresentou a carta de costa da Bacia do Espírito Santo?,Vieira et al.,Foi o cartógrafo português Luís Teixeira.,input\georegis\dataset.json,
1333,A que se refere a fronteira leste da Bacia do Espírito Santo?,crosta continental/oceânica,"Ela designa o limite oceânico da Bacia do Espírito Santo, ou seja, a linha onde a margem continental se encerra e a crosta continental cede lugar à crosta oceânica do Atlântico, marcada por feições como o alto externo/Vitória-Trindade e a zona de transição para o assoalho oceânico profundo.",input\georegis\dataset.json,
1335,Quem apresentou a carta da Bacia do Espírito Santo?,Vieira et al.,A carta da Bacia do Espírito Santo foi apresentada pelo Serviço Geológico do Brasil (CPRM).,input\georegis\dataset.json,
1338,Quantos quilômetros de área a Bacia do Espírito Santo tem a ver com a bacia terrestre?,3.000,"A Bacia Sedimentar do Espírito Santo abrange, no total, cerca de 220 mil km². Desse total, em torno de 80 mil km² correspondem à sua porção terrestre (onshore).",input\georegis\dataset.json,
1339,O que evidencia a fisiografia do Banco de Abrolhos?,alargamento da plataforma continental,"Ela se torna aparente pela grande saliência da plataforma continental (um extenso platô raso que avança cerca de 200 km mar adentro, com profundidades geralmente inferiores a 50 m), sobre a qual emergem recifes – sobretudo os chapeirões – e as pequenas ilhas vulcânicas do arquipélago de Abrolhos. Esses recifes e ilhas que irrompem à superfície do mar revelam a fisiografia singular do Banco de Abrolhos.",input\georegis\dataset.json,
1340,O que o trabalho de Vieira et al. enfatiza?,a cronoestratigrafia,"Não há informação suficiente para dizer, de forma precisa, qual aspecto o trabalho de Vieira et al. enfatiza, pois existem muitos estudos com esse sobrenome em áreas distintas. Poderia indicar o título, tema, ano ou área de pesquisa do artigo a que você se refere?",input\georegis\dataset.json,
1341,O que é enfatizado neste trabalho?,cronoestratigrafia,Não é possível responder sem mais detalhes: seria preciso saber a qual trabalho você se refere para identificar o que nele é enfatizado. Poderia especificar?,input\georegis\dataset.json,
1343,O que evidencia a fisiografia do Banco de Abrolhos?,um alargamento da plataforma continental,"Ela mostra um extenso terraço submarino raso, praticamente plano e suavemente inclinado, coberto por recifes e “chapeirões” de coral – sinais claros de que o Banco de Abrolhos é um alargamento da plataforma continental brasileiro, modelado pela abrasão marinha e pelo crescimento recifal.",input\georegis\dataset.json,
1344,O que o trabalho de Vieira et al. enfatiza?,cronoestratigrafia,"O trabalho de Vieira et al. enfatiza a importância do cuidado humanizado e centrado no paciente, destacando que a atenção à dimensão biopsicossocial é essencial para a qualidade da assistência em saúde.",input\georegis\dataset.json,
1345,Qual é a área explorável da Bacia do Espírito Santo?,aproximadamente 41.500 km2,A área explorável da Bacia do Espírito Santo é de cerca de 56 000 km².,input\georegis\dataset.json,
1346,O que atribui à bacia uma fisiografia particular?,"A existência do Banco de Abrolhos,","A fisiografia singular de uma bacia é determinada pela interação de:

1. Estrutura tectônica (falhas, dobras, subsidência ou soerguimento).
2. Litologia (tipo e resistência das rochas).
3. Clima (chuvas, temperatura, variação sazonal).
4. Cobertura de solos e vegetação, que controlam infiltração e erosão.
5. Tempo de atuação desses processos.

A combinação desses fatores — principalmente a estrutura geológica e o clima — é o que confere à bacia sua forma e relevo característicos.",input\georegis\dataset.json,
1348,O que foi fundamental para a atualização da Carta Estratigráfica da Bacia do Espírito Santo?,"O conhecimento adquirido ao longo de 50 anos de exploração,","A incorporação e integração de novos dados de poços e de sísmica – especialmente as informações bioestratigráficas obtidas nas perfurações mais recentes – foi o ponto fundamental que permitiu refinar idades e limites das unidades e, assim, atualizar a Carta Estratigráfica da Bacia do Espírito Santo.",input\georegis\dataset.json,
1349,O que este trabalho enfatiza em relação à Bacia do Espírito Santo?,a cronoestratigrafia,"Não há informações suficientes para identificar qual trabalho você está mencionando; portanto, não é possível dizer o que ele enfatiza sobre a Bacia do Espírito Santo. Se puder fornecer mais detalhes do trabalho, ficarei feliz em ajudar.",input\georegis\dataset.json,
1350,Qual é a área total da Bacia do Espírito Santo?,41.500 km2,A Bacia do Espírito Santo ocupa cerca de 220 000 km² (somando as porções em terra e no mar).,input\georegis\dataset.json,
1351,Qual é a área da bacia terrestre da Bacia do Espírito Santo?,3.000 km2,"A área da porção terrestre da Bacia do Espírito Santo é da ordem de 13 000 km² (cerca de 13,5 mil km²).",input\georegis\dataset.json,
1352,Onde a Bacia do Espírito Santo está situada?,no Estado do Espírito Santo,"Ela localiza-se no litoral leste do Brasil, na margem continental do estado do Espírito Santo, estendendo-se em águas rasas a profundas do Atlântico entre o sul da Bahia e o norte do Rio de Janeiro.",input\georegis\dataset.json,
1353,Quais são os limites da Bacia do Espírito Santo?,"a sul com a Bacia de Campos, através do Alto de Vitória, e a norte com a Bacia de Mucuri","A Bacia do Espírito Santo está limitada por:

• Norte – Alto de Abrolhos, que a separa da Bacia de Mucuri (Jequitinhonha).  
• Sul – Alto de Vitória (ou Alto de Mabuya/Alves), que a separa da Bacia de Campos.  
• Oeste (setor em terra) – Embasamento cristalino do escudo sudeste–baiano, incluindo a faixa de cisalhamento Vitória–Colatina.  
• Leste – Quebra da plataforma continental e o talude atlântico, onde a bacia se abre para o oceano Atlântico Sul Ocidental.",input\georegis\dataset.json,
1354,Quem foi o primeiro engenheiro a perfurar o primeiro poço de petróleo da América do Sul?,"E. A. Prentice, empregado da fábrica de gás de Lima, perfura o que se considera ser o primeiro poço de petróleo da América do Sul.","O engenheiro responsável foi o ítalo-peruano Antonio Raimondi, que dirigiu a perfuração do primeiro poço de petróleo da América do Sul em Zorritos, no norte do Peru, em 1863.",input\georegis\dataset.json,
1355,Quantos poços a Companhia Peruana de Refino de Petróleo perfurava em 55 anos de operação?,450,Foram perfurados 165 poços em 55 anos de operação.,input\georegis\dataset.json,
1356,Quantas empresas petrolíferas estavam operando em Talara em 1891?,14,Nove.,input\georegis\dataset.json,
1359,Quantas empresas petrolíferas operavam na região de Talara em 1891?,14,Em 1891 havia apenas uma empresa petrolífera operando na região de Talara.,input\georegis\dataset.json,
1362,Quem foi o primeiro engenheiro a perfurar o primeiro poço de petróleo da América do Sul?,E. A. Prentice,"O responsável foi o engenheiro norte-americano James Francis Amos, que em 1863 perfurou o Poço n.º 1 em Zorritos, no norte do Peru – o primeiro poço de petróleo da América do Sul.",input\georegis\dataset.json,
1363,Quando foi perfurado o primeiro poço totalmente na plataforma peruana?,1959,O primeiro poço perfurado inteiramente na plataforma continental peruana foi concluído em 1952.,input\georegis\dataset.json,
1365,Quando foi perfurado o primeiro poço de petróleo da América do Sul?,1863,"Em 1863, em Zorritos, no norte do Peru.",input\georegis\dataset.json,
1367,Quantas empresas petrolíferas estavam operando na área em 1891?,14,"Poderia especificar a qual área (país, região ou cidade) você se refere? Sem essa informação, não é possível determinar quantas empresas petrolíferas atuavam ali em 1891.",input\georegis\dataset.json,
1368,Quando foi perfurado o primeiro poço totalmente em plataforma peruana?,1959,O primeiro poço perfurado inteiramente a partir de uma plataforma no Peru foi realizado em 1954.,input\georegis\dataset.json,
1369,Quando foi fundada a primeira refinaria da América?,1916,"A primeira refinaria de petróleo das Américas foi fundada em 1853, em Pittsburgh (Pensilvânia, EUA), por Samuel Kier.",input\georegis\dataset.json,
1370,Quantos poços a Companhia Peruana de Refino de Petróleo abriu durante seus 55 anos?,450,Nenhum.  A Companhia Peruana de Refino de Petróleo dedicava-se apenas ao refino; não perfurou poço algum em seus 55 anos de existência.,input\georegis\dataset.json,
1371,Quantos boeds a IPC aumentou a refinaria de Talara em 1924?,20.000,A IPC ampliou a capacidade da refinaria de Talara em 1924 em cerca de 10 000 barris de óleo equivalente por dia (boed).,input\georegis\dataset.json,
1372,Em que ano foi perfurado o primeiro poço de petróleo da América do Sul?,1863,1863.,input\georegis\dataset.json,
1374,Quantas empresas petrolíferas estavam operando na região em 1891?,14,Não há dados suficientes para determinar o número exato de empresas petrolíferas na região em 1891.,input\georegis\dataset.json,
1376,Quando foi inaugurada a primeira refinaria da América?,1916,18 de setembro de 1950.,input\georegis\dataset.json,
1378,Quem perfurou o primeiro poço de petróleo da América do Sul em 1863?,o engenheiro E. A. Prentice,"Foi o naturalista e engenheiro italiano Antonio Raimondi, que perfurou o poço em Zorritos, no norte do Peru, em 1863.",input\georegis\dataset.json,
1379,"Em que ano entrou em operação a primeira refinaria da América, localizada em Talara?",1916,Foi em 1917.,input\georegis\dataset.json,
1380,Qual empresa foi precursora da Exxon e atuou em Talara realizando atividades exploratórias e de refino?,"Internatio-nal Petroleum Company,","A empresa foi a International Petroleum Company (IPC), braço da Standard Oil of New Jersey, precursora da Exxon.",input\georegis\dataset.json,
1381,"Quando o governo peruano teve uma participação mais ativa na indústria petrolífera, criando a Empresa Petrolera Fiscal?",1939,"Isso ocorreu em 1968, quando o governo peruano expropriou os ativos da International Petroleum Company e criou a estatal Empresa Petrolera Fiscal.",input\georegis\dataset.json,
1382,Quais companhias foram responsáveis pelo primeiro poço perfurado totalmente na plataforma peruana em 1959?,Belco Petroleum Company e Peruvian Pacific Petroleum Company,O poço foi perfurado por um consórcio formado pela International Petroleum Company (subsidiária da Standard Oil of New Jersey) e pela Texas Petroleum Company.,input\georegis\dataset.json,
1383,Quem é considerado o primeiro a perfurar um poço de petróleo na América do Sul?,o engenheiro E. A. Prentice,"O pioneiro foi o norte-americano J. F. Pearson, que em 1863 perfurou o poço de Zorritos, no norte do Peru, considerado o primeiro poço de petróleo da América do Sul.",input\georegis\dataset.json,
1384,Em que ano foi fundada a Companhia Peruana de Refino de Petróleo?,1871,A Companhia Peruana de Refino de Petróleo foi fundada em 1916.,input\georegis\dataset.json,
1385,Quantos poços a Companhia Peruana de Refino de Petróleo chegou a perfurar em 55 anos de operação?,450 poços,A Companhia Peruana de Refino de Petróleo perfurou aproximadamente 3 200 poços em 55 anos de operação.,input\georegis\dataset.json,
1386,Em que ano entrou em operação a primeira refinaria da América?,1916,"A primeira refinaria a entrar em operação nas Américas começou a funcionar em 1859, na Pensilvânia (Estados Unidos).",input\georegis\dataset.json,
1387,"Qual é o nome da companhia que marcaria época, tanto pelas suas atividades exploratórias como de refino?",a Internatio-nal Petroleum Company,Standard Oil.,input\georegis\dataset.json,
1390,O que poderia ser considerado compatível com a cinemática definida pelos outros elementos estruturais?,a condição de obliqüidade constante,"Considera-se compatível com a cinemática estabelecida pelos demais elementos qualquer componente que:

• compartilhe exatamente os mesmos nós dos elementos adjacentes;  
• não crie novos graus de liberdade nem introduza distorções relativas;  
• transmita às suas extremidades os mesmos deslocamentos e rotações que os elementos vizinhos.

Na prática, isso é obtido, por exemplo, com:

– corpos ou links rígidos (rigid links);  
– vínculos “master–slave” (multipoint constraints) que amarram os DOFs dos nós;  
– diafragmas rígidos de laje ou painéis de contraventamento modelados com nós coincidentes.

Todos esses artifícios impõem à peça os deslocamentos dos outros elementos sem alterar a distribuição de esforços, atendendo, portanto, ao requisito de compatibilidade cinemática.",input\georegis\dataset.json,
1391,O que sugere que a evolução direcional posterior à nucleação frontal da zona de falha desenvolva uma evolução direcional posterior à nucleação frontal?,secciona-mento da zona de falha de Perimbó,"O principal indício é a migração sistemática dos sinais de ruptura (micro-sismos, hipocentros, estrias e outros indicadores de dano) que, logo após a nucleação frontal, passam a alinhar-se e a propagar-se num mesmo sentido ao longo do plano de falha. Esse deslocamento ordenado mostra que, a partir do ponto de nucleação, a zona de falha não cresce mais de forma simétrica, mas sim se alonga preferencialmente naquela direção, caracterizando uma evolução direcional posterior à nucleação frontal.",input\georegis\dataset.json,
1392,O encurtamento podería ser quantificado tomando-se como base qual marcador linear?,"um marcador linear, paralelo à direção de compressão máxima.",O diâmetro diastólico final (diâmetro telediastólico) do ventrículo esquerdo.,input\georegis\dataset.json,
1396,O encurtamento podería ser quantificado tomando-se como base qual marcador linear?,"um marcador linear, paralelo à direção de compressão máxima",Pela distância entre as linhas Z do sarcômero (Z-Z).,input\georegis\dataset.json,
1398,Quais regimes produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,"Ela ocorre nos regimes de fluxo não-coaxial, isto é, em cisalhamento simples (ou “general shear” com componente de vorticidade). Nesses regimes há rotação progressiva dos marcadores em torno do eixo normal ao plano de cisalhamento; já no puro cisalhamento (fluxo coaxial) essa rotação não acontece.",input\georegis\dataset.json,
1399,Como o encurtamento pode ser quantificado?,"tomando-se como base um marcador linear, paralelo à direção de compressão máxima","Mede-se o comprimento inicial (L0) do elemento, depois o comprimento final (Lf) após o encurtamento e aplica-se:

1. Encurtamento absoluto: ΔL = L0 − Lf  
2. Encurtamento relativo (ou razão): r = Lf / L0  
3. Encurtamento percentual: % = [(L0 − Lf) / L0] × 100

Se houver interesse em dinâmica, basta dividir o ΔL pelo intervalo de tempo (Δt) para obter a velocidade de encurtamento (v = ΔL / Δt).",input\georegis\dataset.json,
1401,Qual é a base para quantificar o encurtamento?,"um marcador linear, paralelo à direção de compressão máxima","Usa-se o comprimento inicial (comprimento de referência, em repouso ou sem carga) como base. A partir dele calcula-se:

1. Encurtamento absoluto: ΔL = L₀ − L.  
2. Encurtamento relativo (deformação): ε = ΔL / L₀, normalmente expresso em porcentagem.

Portanto, a referência é sempre o comprimento original da peça, músculo ou material antes de qualquer contração ou carga.",input\georegis\dataset.json,
1402,Quais são os dois regimes que produziriam uma rotação progressiva dos indicadores cinemáticos?,oblíquo ou transpressivo,"A rotação progressiva dos indicadores cinemáticos ocorre apenas em regimes de deformação não-coaxial, ou seja:

1. Cisalhamento simples (simple shear);  
2. Cisalhamento geral (general shear, que combina cisalhamento simples com componente de cisalhamento puro).

No cisalhamento puro (regime coaxial) não há rotação progressiva dos marcadores.",input\georegis\dataset.json,
1406,Qual é a direção do vetor tectônico na primeira fase de deformação?,de SE para NW,"Na maioria dos estudos estruturais, a primeira fase de deformação é caracterizada por um vetor tectônico com direção predominante NE–SW.",input\georegis\dataset.json,
1407,O que sugere o seccionamento da zona de falha de Perimbó pelas falhas transcorrentes?,uma evolução direcional posterior à nucleação frontal da referida zona de falha,"Esse seccionamento indica que a Zona de Falha de Perimbó é mais antiga e foi posteriormente cortada e deslocada por eventos transcorrentes, revelando uma reativação tardia em regime cisalhante que fracionou e deslocou segmentos da falha original.",input\georegis\dataset.json,
1409,Como seria quantificado o encurtamento de acordo com o texto?,"tomando-se como base um marcador linear, paralelo à direção de compressão máxima","O encurtamento é expresso como a variação percentual do comprimento inicial:  

Encurtamento (%) = (Comprimento inicial − Comprimento final) ÷ Comprimento inicial × 100",input\georegis\dataset.json,
1412,O que a hipótese b sugere que deveria ocorrer também?,uma dispersão dos valores de acamamento,Ela sugere que o mesmo efeito (ou relação) previsto para a condição principal deve também manifestar-se nas demais condições ou grupos comparáveis do estudo.,input\georegis\dataset.json,
1413,Qual é a condição que a hipótese c considera constante em toda a área?,a condição de obliqüidade,"Ela supõe que a precipitação (intensidade de chuva) é uniforme, ou seja, a mesma em todos os pontos da área considerada.",input\georegis\dataset.json,
1414,Qual é o nome da descontinuidade crustal?,"Arco de São Mateus,",Descontinuidade de Mohorovičić (Moho).,input\georegis\dataset.json,
1415,Qual é a idade do fragmento máfico?,"69,4 ± 1,3 Ma, geocro-nologicamente compatível","Aproximadamente 4,28 bilhões de anos.",input\georegis\dataset.json,
1416,Qual é a sequência vulcanoclástica da Fm. Rio Doce?,Abrolhos,"Da base para o topo, a sequência vulcanoclástica da Formação Rio Doce é normalmente descrita nos três subconjuntos abaixo.

1. Subsequência basal  
   • Brechas e tufobrechas vulcânicas maciças, com fragmentos líticos centimétricos a métricos, localmente acompanhadas de derrames basáltico-andesíticos.  
   • Interpretação: fluxos piroclásticos muito próximos da fonte e lahares primários.

2. Subsequência intermediária  
   • Camadas de tufos, lapilli-tufos e ignimbritos estratificados ou parcialmente soldadas, com níveis de cinza fina e queda de bombas.  
   • Interpretação: fase explosiva dominante, com produtos de queda e fluxos piroclásticos de média a longa distância.

3. Subsequência superior  
   • Arenitos e conglomerados vulcanogênicos retrabalhados, turbiditos e lahares secundários, intercalados por tufos finos.  
   • Interpretação: declínio da atividade vulcânica e transição para sedimentação essencialmente siliciclástica que encerra a formação.

A espessura total típica da sequência varia de 800 a 1 200 m, e a idade atribuída é Aptiano–Albiano (Cretáceo Inferior) na Bacia do Espírito Santo.",input\georegis\dataset.json,
1419,Qual é a idade da amostra?,"69,4 ± 1,3 Ma, geocro-nologicamente compatível",Não há informação suficiente para determinar a idade da amostra.,input\georegis\dataset.json,
1421,Qual é o nome da descontinuidade crustal?,Arco de São Mateus,Descontinuidade de Conrad.,input\georegis\dataset.json,
1422,Qual é a idade do fragmento máfico?,"69,4 ± 1,3 Ma","Cerca de 2,05 bilhões de anos.",input\georegis\dataset.json,
1425,Qual é a idade da amostra?,"69,4 ± 1,3 Ma",Não é possível determinar a idade da amostra com as informações fornecidas.,input\georegis\dataset.json,
1426,Qual foi a data de um fragmento mafico de uma rocha?,"69,4 ± 1,3 Ma","Não é possível responder sem saber a qual fragmento máfico específico você se refere, pois cada amostra pode ter uma idade diferente. Para determinar a data de um fragmento de rocha máfica, é necessário conhecer detalhes da amostra e o método de datação utilizado.",input\georegis\dataset.json,
1427,Quem descreve uma forte ocorrência de rochas piroclásticas ácidas na região nordeste do estado de Minas Gerais?,Raposo etal.,O geólogo Djalma Guimarães.,input\georegis\dataset.json,
1428,Quem admitiu que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e os sedimentos terciários da Fm. Rio Doce?,Novais etal.,Foi o geólogo Fernando Flávio Marques de Almeida.,input\georegis\dataset.json,
1429,Como é chamada a descontinuidade crustal?,Arco de São Mateus,"A descontinuidade crustal é chamada de Descontinuidade de Mohorovičić, ou simplesmente Moho.",input\georegis\dataset.json,
1430,Qual é a área das rochas piroclásticas ácidas encontradas na região nordeste de Minas Gerais?,75km de comprimento por 25km de largura,A área mapeada dessas rochas é de cerca de 2 500 km² no nordeste de Minas Gerais.,input\georegis\dataset.json,
1431,Quem descreveu uma grande ocorrência de rochas piroclásticas ácidas na região nordeste de Minas Gerais?,Raposo etal.,A grande ocorrência de rochas piroclásticas ácidas no nordeste de Minas Gerais foi descrita pelo geólogo Djalma Guimarães.,input\georegis\dataset.json,
1432,Quem admite que há uma interrelação entre a sequência vulcanoclástica da Fm. Abrolhos e os sedimentos terciários da Fm. Rio Doce?,Novais etal.,Essa inter-relação foi proposta por Hélio Rangel.,input\georegis\dataset.json,
1435,Quanta área as rochas piroclásticas ácidas ocupam?,75km de comprimento por 25km de largura,"Não há um valor único e universal, porque as rochas piroclásticas ácidas afloram de forma descontínua ao redor do mundo. De modo geral, estima-se que:

• Globalmente, elas representam menos de 1 % das exposições de rochas ígneas continentais, o que corresponde a algo em torno de algumas centenas de milhares de quilômetros quadrados (da ordem de 0,5–1 × 10⁶ km²).  
• Em escala local ou regional, esses depósitos costumam formar áreas relativamente pequenas, variando de poucas dezenas a algumas centenas de quilômetros quadrados ao redor dos centros eruptivos.

Portanto, as rochas piroclásticas de composição ácida ocupam uma fração muito pequena da superfície continental, somando, no máximo, cerca de um milhão de quilômetros quadrados em todo o planeta.",input\georegis\dataset.json,
1436,Qual a idade geocronológica indicada pela datação Ar-Ar de um fragmento máfico?,"69,4 ± 1,3 Ma",A datação ^40Ar/^39Ar indica cerca de 79 ± 2 milhões de anos.,input\georegis\dataset.json,
1437,O que é a Fm. Rio Doce?,"corresponde a arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas","“Fm. Rio Doce” é a abreviação de Formação Rio Doce, uma unidade litoestratigráfica da Bacia do Espírito Santo, no litoral sudeste do Brasil. Trata-se de um pacote de sedimentos turbidíticos (arenitos médios a grossos com intercalações de pelitos e conglomerados) depositados entre o Oligoceno e o Mioceno, em leques submarinos alimentados pelo antigo sistema fluvial do rio Doce. A formação pode ultrapassar 1,5–2 km de espessura e constitui um dos principais reservatórios de petróleo e gás da bacia, presente em campos como Golfinho, Canapu e Camarupim.",input\georegis\dataset.json,
1438,O que descrevem Raposo etal. sobre a região nordeste do estado de Minas Gerais?,"uma expressiva ocorrência de rochas piroclásticas ácidas, de provável idade fanerozoica","Segundo Raposo et al., o nordeste mineiro caracteriza-se por:

• Clima semiárido, com chuvas irregulares e longos períodos de estiagem.  
• Relevo predominantemente dissecado, constituído por cristas quartzíticas e áreas cristalinas muito erodidas.  
• Solos rasos, pedregosos e pobres em nutrientes, sujeitos à degradação e à erosão.  
• Vegetação de caatinga e campos rupestres, adaptada à baixa disponibilidade hídrica.  
• Condições naturais que impõem limitações à agricultura tradicional e favorecem atividades extensivas de pecuária de corte e caprinocultura.",input\georegis\dataset.json,
1439,"O que controlaria os fenômenos neotectônicos, o padrão de drenagem e a circulação de fluidos na região?","a uma descontinuidade crustal denominada Arco de São Mateus,","Esses três elementos são essencialmente controlados pelo grande lineamento de falhas NE–SW (zona de cisalhamento/Lineamento Transbrasiliano) que corta a área: ele concentra o estresse tectônico (gerando atividade neotectônica), dita o encaixe e o desvio dos rios e funciona como conduto preferencial para a migração de fluidos subterrâneos.",input\georegis\dataset.json,
1440,Qual é a idade do fragmento máfico mencionado no texto?,"69,4 ± 1,3 Ma","Desculpe, não há informação suficiente para determinar a idade do fragmento máfico.",input\georegis\dataset.json,
1441,O que é a Fm. Rio Doce?,"arenitos médios a muito grossos, quartzozos, feldspáticos, com cores cinza-esverdeadas, maciços ou com estratificações cruzadas","“Fm. Rio Doce” é a sigla empregada em geologia para designar a Formação Rio Doce, uma unidade estratigráfica de idade quaternária (Pleistoceno–Holoceno) exposta na planície costeira associada ao delta do rio Doce, no norte do Espírito Santo (e áreas vizinhas do sul da Bahia). Trata-se de uma sucessão de sedimentos pouco consolidados – principalmente areias finas a médias, siltes, argilas, níveis orgânicos (turfas) e cascalhos – depositados em ambientes fluviais, deltaicos, lagunares e marinhos rasos durante a evolução recente do sistema deposicional do rio. Esses depósitos sustentam importantes aquíferos, influenciam a geomorfologia regional e constituem o substrato de grande parte das planícies e cordões litorâneos da região.",input\georegis\dataset.json,
