arquivo_fonte,tipo_resposta,metrica,n_perguntas,n_valores,media,desvio_padrao,mediana,q1,q3,minimo,maximo
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rouge1_fmeasure,10,10,0.5187645728958264,0.08956511730006252,0.5168350168350169,0.49234693877551017,0.5738767281105991,0.3783783783783783,0.6749999999999999
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rouge2_precision,10,10,0.22939845696230332,0.10020109252139192,0.2112659423712801,0.18191268191268192,0.2510709914320685,0.109375,0.4146341463414634
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rouge2_recall,10,10,0.2875086342937479,0.1397269629650807,0.2456896551724138,0.21396895787139686,0.4133445945945946,0.0689655172413793,0.5
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rouge2_fmeasure,10,10,0.24660736815645917,0.10193647954207659,0.22616894859209505,0.19886363636363633,0.3068181818181818,0.0851063829787234,0.4358974358974359
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rougeL_precision,10,10,0.3445095801758418,0.10581379509873413,0.3394909688013136,0.28519736842105264,0.3989085239085238,0.1692307692307692,0.52
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rougeL_recall,10,10,0.41142556230300703,0.14093001687948042,0.3661518661518661,0.328012912482066,0.3986842105263158,0.2894736842105263,0.7105263157894737
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,rougeL_fmeasure,10,10,0.3606979494043125,0.07880290788941775,0.3711734693877551,0.31120826709062005,0.41328156113102354,0.2135922330097087,0.4821428571428571
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,exact_match,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rag,token_f1,10,10,0.45031031782466135,0.0816034980958307,0.4431524547803618,0.4017857142857142,0.490623276337562,0.3409090909090909,0.5970149253731343
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,answer_relevancy_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,faithfulness_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,contextual_relevancy_score,10,10,0.975,0.07905694150420949,1.0,1.0,1.0,0.75,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,contextual_recall_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,correctness_score,10,10,0.95,0.07071067811865474,1.0,0.9,1.0,0.8,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,completeness_score,10,10,0.95,0.08498365855987973,1.0,0.925,1.0,0.8,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,geological_adequacy_score,10,10,0.93,0.10593499054713802,1.0,0.9,1.0,0.7,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,ontology_alignment_score,10,10,0.95,0.07071067811865474,1.0,0.9,1.0,0.8,1.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge1_precision,10,10,0.40433384436507325,0.06770825154598072,0.4121212121212121,0.382333936417679,0.4427083333333333,0.2553191489361702,0.4893617021276595
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge1_recall,10,10,0.5861242741322783,0.09379474520662129,0.618421052631579,0.5042016806722689,0.6545321637426901,0.4324324324324324,0.7
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge1_fmeasure,10,10,0.4715385190936729,0.058765760915050605,0.4567758137737854,0.4398782343987823,0.5267275097783573,0.3636363636363636,0.5494505494505494
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge2_precision,10,10,0.1897718657424132,0.06946060297575976,0.1960034013605442,0.13420621931260227,0.22662337662337656,0.09375,0.3043478260869565
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge2_recall,10,10,0.2787439605290741,0.09949540941748244,0.25634725634725636,0.22018970189701895,0.36901105651105653,0.1034482758620689,0.425
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rouge2_fmeasure,10,10,0.22248640726365254,0.07717392878371897,0.21267605633802816,0.16547987616099064,0.282603890362511,0.0983606557377049,0.3373493975903615
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rougeL_precision,10,10,0.286882543812684,0.10023932371182454,0.2782051282051282,0.2264150943396226,0.3253424657534246,0.1382978723404255,0.4893617021276595
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rougeL_recall,10,10,0.4028314073666334,0.09320303847489617,0.36190476190476184,0.3448142414860681,0.46044825313118,0.3157894736842105,0.6052631578947368
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,rougeL_fmeasure,10,10,0.330202551594739,0.09437448414819172,0.33111070515162583,0.26676771504357705,0.36696260425073984,0.196969696969697,0.5411764705882353
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,exact_match,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,graphrag,token_f1,10,10,0.4203469466193822,0.05259060620548958,0.41586298636514796,0.3828125,0.4506830429878431,0.3508771929824561,0.5066666666666667
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,answer_relevancy_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,faithfulness_score,10,10,0.9,0.31622776601683794,1.0,1.0,1.0,0.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,contextual_relevancy_score,10,10,0.925,0.1687371394276382,1.0,1.0,1.0,0.5,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,contextual_recall_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,correctness_score,10,10,0.9800000000000001,0.04216370213557838,1.0,1.0,1.0,0.9,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,completeness_score,10,10,0.96,0.05163977794943222,1.0,0.9,1.0,0.9,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,geological_adequacy_score,10,10,0.9800000000000001,0.04216370213557838,1.0,1.0,1.0,0.9,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,ontology_alignment_score,10,10,0.99,0.031622776601683784,1.0,1.0,1.0,0.9,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge1_precision,10,10,0.5064623556839354,0.1470830849943212,0.49358974358974356,0.39880339680905813,0.6185064935064936,0.2987012987012987,0.72
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge1_recall,10,10,0.5868679415005776,0.11295593313284022,0.6121553884711779,0.504570747217806,0.6339430894308943,0.4,0.8
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge1_fmeasure,10,10,0.5218583887258365,0.07265953289956598,0.5331439393939394,0.48877068557919623,0.5525747764415665,0.3999999999999999,0.6486486486486486
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge2_precision,10,10,0.23288620506886754,0.11983854718272728,0.19340463458110513,0.14558966861598435,0.3267881241565452,0.1052631578947368,0.4444444444444444
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge2_recall,10,10,0.27647309937049214,0.12419797111635043,0.27134146341463417,0.2443181818181818,0.31756756756756754,0.0689655172413793,0.5227272727272727
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rouge2_fmeasure,10,10,0.24313296849770474,0.10742107075585847,0.2277799153520585,0.18510084580351327,0.29946808510638295,0.0888888888888888,0.4220183486238532
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rougeL_precision,10,10,0.37419891135879146,0.1467456952383763,0.38395225464190985,0.24137529137529132,0.5074242424242424,0.1818181818181818,0.5714285714285714
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rougeL_recall,10,10,0.42369889268779237,0.12069908451184541,0.3753869969040247,0.3439353988134476,0.4981203007518797,0.3,0.6888888888888889
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,rougeL_fmeasure,10,10,0.3815219802623888,0.10675892543329625,0.399822695035461,0.2904250122129946,0.4559025394646535,0.2434782608695652,0.5585585585585585
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,exact_match,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rag,token_f1,10,10,0.44982221579476817,0.06668987039909148,0.42137544042803077,0.4010638297872341,0.48330034636318653,0.3855421686746988,0.5806451612903226
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,answer_relevancy_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,faithfulness_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,contextual_relevancy_score,10,10,0.95,0.15811388300841897,1.0,1.0,1.0,0.5,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,contextual_recall_score,10,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,correctness_score,10,10,0.9400000000000001,0.0966091783079296,1.0,0.9,1.0,0.7,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,completeness_score,10,10,0.9200000000000002,0.10327955589886445,0.95,0.9,1.0,0.7,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,geological_adequacy_score,10,10,0.9100000000000001,0.11005049346146119,0.95,0.8250000000000001,1.0,0.7,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,ontology_alignment_score,10,10,0.96,0.06992058987801009,1.0,0.925,1.0,0.8,1.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge1_precision,10,10,0.3398105960696983,0.05773113631661222,0.35202429149797565,0.28619528619528617,0.38447814451382695,0.2560975609756097,0.4262295081967213
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge1_recall,10,10,0.613394936667609,0.08901720497787344,0.6052631578947368,0.5644736842105263,0.6797619047619048,0.4594594594594595,0.7555555555555555
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge1_fmeasure,10,10,0.43249777901611913,0.05194510513442338,0.4218023255813953,0.3934873949579831,0.4806256665481692,0.35,0.5048543689320388
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge2_precision,10,10,0.15404441483666642,0.04107671450635182,0.16709183673469385,0.12083333333333332,0.18635902636916835,0.0864197530864197,0.202127659574468
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge2_recall,10,10,0.28257067125233654,0.08568946044873084,0.25705329153605017,0.22018970189701895,0.3070829450139795,0.1891891891891892,0.4318181818181818
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rouge2_fmeasure,10,10,0.1970284642473879,0.0499876469638665,0.20844645550527902,0.15868489022815319,0.2272556390977443,0.1186440677966101,0.2753623188405797
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rougeL_precision,10,10,0.24712899515197026,0.05404124633777188,0.23849607182940513,0.21558704453441285,0.29308652988403205,0.1463414634146341,0.3255813953488372
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rougeL_recall,10,10,0.44639702873713294,0.09784399038278757,0.43095238095238086,0.3837837837837838,0.4868421052631579,0.3157894736842105,0.6222222222222222
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,rougeL_fmeasure,10,10,0.31437424820621307,0.05697570957989011,0.3310924369747899,0.2772142503711034,0.34987864077669906,0.1999999999999999,0.3999999999999999
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,exact_match,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,graphrag,token_f1,10,10,0.38667319073615797,0.04571954157000196,0.3811897640412097,0.3586988304093567,0.4134990253411306,0.3106796116504854,0.4601769911504424
