arquivo_fonte,metrica,tipo_a,tipo_b,n_pares,n_diferencas_nao_zero,media_tipo_a,media_tipo_b,mediana_tipo_a,mediana_tipo_b,delta_medio_b_menos_a,delta_mediano_b_menos_a,vitorias_tipo_a,vitorias_tipo_b,empates,teste_principal,estatistica_wilcoxon,z_wilcoxon,p_valor,p_valor_teste_sinais,efeito_rank_biserial,p_valor_ajustado_holm,alpha,significativo,direcao,status
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rouge2_recall,graphrag,rag,10,9,0.2787439605290741,0.2875086342937479,0.25634725634725636,0.2456896551724138,0.008764673764699998,0.013888888889,4,5,1,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,19.5,0.29748205865436483,0.766098503475603,0.9999999999999973,0.13333333333333333,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rouge2_fmeasure,graphrag,rag,10,10,0.22248640726365254,0.24660736815645917,0.21267605633802816,0.22616894859209505,0.024120960892799997,0.0170286257965,4,6,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,17.0,1.0192943828752512,0.30806322990719875,0.7539062499999989,0.38181818181818183,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rougeL_precision,graphrag,rag,10,10,0.286882543812684,0.3445095801758418,0.2782051282051282,0.3394909688013136,0.057627036363,0.0780205230055,2,8,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,8.0,1.936659327462977,0.05278700063222457,0.109375,0.7090909090909091,0.8973790107478177,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rougeL_recall,graphrag,rag,10,10,0.4028314073666334,0.41142556230300703,0.36190476190476184,0.3661518661518661,0.008594154936399997,-0.0016087516085000007,5,5,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,24.5,0.25498922693273834,0.7987314199344171,1.0,0.10909090909090909,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,rougeL_fmeasure,graphrag,rag,10,10,0.330202551594739,0.3606979494043125,0.33111070515162583,0.3711734693877551,0.030495397809500002,0.028614211602999998,2,8,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,13.0,1.4270121360253516,0.15357639654998384,0.109375,0.5272727272727272,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,exact_match,graphrag,rag,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,0.0,1.0,0.05,False,sem_diferenca_significativa,sem_variacao
resultados/dataset4-petrobras-4-1-sem-ontologia/batch_2dff2b66-650c-4c68-9d8a-718ecb116b5a.csv,token_f1,graphrag,rag,10,10,0.4203469466193822,0.45031031782466135,0.41586298636514796,0.4431524547803618,0.0299633712054,0.033337585034,3,7,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,15.0,1.2231532594503014,0.22127181567246965,0.3437499999999998,0.45454545454545453,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,answer_relevancy_score,graphrag,rag,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,10,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,0.0,1.0,0.05,False,sem_diferenca_significativa,sem_variacao
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,faithfulness_score,graphrag,rag,10,1,1.0,0.9,1.0,1.0,-0.1,0.0,1,0,9,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,-1.0,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,contextual_relevancy_score,graphrag,rag,10,1,0.95,0.925,1.0,1.0,-0.025,0.0,1,0,9,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,-1.0,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,contextual_recall_score,graphrag,rag,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,10,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,0.0,1.0,0.05,False,sem_diferenca_significativa,sem_variacao
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,correctness_score,graphrag,rag,10,4,0.9400000000000001,0.9800000000000001,1.0,1.0,0.04,0.0,1,3,6,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,2.0,0.944911182523068,0.34470422200695766,0.6249999999999994,0.6,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,completeness_score,graphrag,rag,10,6,0.9200000000000002,0.96,0.95,1.0,0.04,0.0,2,4,4,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,5.0,1.0814761408717504,0.2794853682511266,0.6875000000000016,0.5238095238095238,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,geological_adequacy_score,graphrag,rag,10,5,0.9100000000000001,0.9800000000000001,0.95,1.0,0.06999999999999999,0.0,1,4,5,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,1.5,1.4969103983674976,0.13441657417036032,0.37500000000000044,0.8,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,ontology_alignment_score,graphrag,rag,10,4,0.96,0.99,1.0,1.0,0.030000000000000006,0.0,1,3,6,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,2.0,0.944911182523068,0.34470422200695766,0.6249999999999994,0.6,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge1_precision,graphrag,rag,10,10,0.3398105960696983,0.5064623556839354,0.35202429149797565,0.49358974358974356,0.1666517596143,0.1329211500115,1,9,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,1.0,2.650165395475653,0.008045237486561694,0.02148437500000002,0.9636363636363636,0.14481427475811048,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge1_recall,graphrag,rag,10,9,0.613394936667609,0.5868679415005776,0.6052631578947368,0.6121553884711779,-0.026526995167099998,0.0135135135135,4,5,1,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,15.0,-0.8300168334202531,0.40652926629258523,0.9999999999999973,-0.3333333333333333,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge1_fmeasure,graphrag,rag,10,10,0.43249777901611913,0.5218583887258365,0.4218023255813953,0.5331439393939394,0.0893606097098,0.06959687916150001,0,10,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,2.752094833763178,0.005921537024148714,0.001953125,1.0,0.11250920345882558,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge2_precision,graphrag,rag,10,10,0.15404441483666642,0.23288620506886754,0.16709183673469385,0.19340463458110513,0.07884179023230001,0.071805603333,3,7,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,9.0,1.834729889175452,0.06654572134371613,0.3437499999999998,0.6727272727272727,0.9316400988120258,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge2_recall,graphrag,rag,10,10,0.28257067125233654,0.27647309937049214,0.25705329153605017,0.27134146341463417,-0.006097571881799999,0.0274024024025,4,6,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,25.0,-0.20399138154619065,0.8383602338389031,0.7539062499999989,-0.09090909090909091,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rouge2_fmeasure,graphrag,rag,10,10,0.1970284642473879,0.24313296849770474,0.20844645550527902,0.2277799153520585,0.046104504250200004,0.0793489705625,4,6,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,12.0,1.5289415743128767,0.12627892855469786,0.7539062499999989,0.5636363636363636,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rougeL_precision,graphrag,rag,10,10,0.24712899515197026,0.37419891135879146,0.23849607182940513,0.38395225464190985,0.12706991620679997,0.119127320418,1,9,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,2.0,2.548235957188128,0.010826921277131314,0.02148437500000002,0.9272727272727272,0.18405766171123233,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rougeL_recall,graphrag,rag,10,10,0.44639702873713294,0.42369889268779237,0.43095238095238086,0.3753869969040247,-0.022698136049299995,0.0,5,5,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,25.0,-0.20412414523193154,0.8382564863858263,1.0,-0.09090909090909091,1.0,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,rougeL_fmeasure,graphrag,rag,10,10,0.31437424820621307,0.3815219802623888,0.3310924369747899,0.399822695035461,0.06714773205619999,0.083346887142,1,9,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,5.0,2.2424476423255526,0.024932455602863113,0.02148437500000002,0.8181818181818182,0.3739868340429467,0.05,False,sem_diferenca_significativa,ok
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,exact_match,graphrag,rag,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,0.0,0.0,1.0,1.0,0.0,1.0,0.05,False,sem_diferenca_significativa,sem_variacao
resultados/dataset4-petrobras-4-1-com-ontologia/batch_1fe596f8-54b9-4bc5-883b-9c080b0cfaed.csv,token_f1,graphrag,rag,10,10,0.38667319073615797,0.44982221579476817,0.3811897640412097,0.42137544042803077,0.0631490250586,0.0708037443785,2,8,0,wilcoxon_signed_rank_aproximacao_normal_zeros_descartados_correcao_continuidade,4.0,2.3443770806130777,0.01905889160173045,0.109375,0.8545454545454545,0.3049422656276872,0.05,False,sem_diferenca_significativa,ok
